Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
19,2022,2022-09-18,2,2,23.020,CHI,@,GNB,L 10-27,,0,0,0,,0,0.0%,,0,0,,0,1,17,17.00,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,1,5%,
20,2022,2022-09-25,3,3,23.027,CHI,,HOU,W 23-20,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,5,8%,0,0%,1,3%,
21,2022,2022-10-02,4,4,23.034,CHI,@,NYG,L 12-20,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,10%,0,0%,0,0%,
22,2022,2022-10-09,5,5,23.041,CHI,@,MIN,L 22-29,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,19,38%,0,0%,0,0%,
23,2022,2022-10-13,6,6,23.045,CHI,,WAS,L 7-12,,1,0,0,,0,0.0%,0.00,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,35%,0,0%,0,0%,
24,2022,2022-10-23,7,7,,KAN,@,SFO,W 44-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2022,2022-11-06,8,9,,KAN,,TEN,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,2022,2022-11-13,9,10,,KAN,,JAX,W 27-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,2022,2022-11-20,10,11,,KAN,@,LAC,W 30-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,2022,2022-11-27,11,12,,KAN,,LAR,W 26-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
29,2022,2022-12-04,12,13,,KAN,@,CIN,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
30,2022,2022-12-11,13,14,23.104,KAN,@,DEN,W 34-28,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,3,4%,0,0%,0,0%,
31,2022,2022-12-18,14,15,,KAN,@,HOU,W 30-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,2022,2022-12-24,15,16,,KAN,,SEA,W 24-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,2022,2023-01-01,16,17,,KAN,,DEN,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,2022,2023-01-07,17,18,23.131,KAN,@,LVR,W 31-13,,,,,,,0.0%,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,9,15%,0,0%,1,4%,
35,2023,2023-09-10,1,1,24.012,CAR,@,ATL,L 10-24,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,14,4.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,3%,0,0%,8,31%,
36,2023,2023-09-18,2,2,24.020,CAR,,NOR,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,15,7.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,30%,
37,2023,2023-09-24,3,3,24.026,CAR,@,SEA,L 27-37,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,-3,-1.50,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,3,4%,0,0%,9,26%,
38,2023,2023-10-01,4,4,24.033,CAR,,MIN,L 13-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,35,11.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,7%,0,0%,6,27%,
39,2023,2023-10-08,5,5,24.040,CAR,@,DET,L 24-42,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,22%,
40,2023,2023-10-15,6,6,24.047,CAR,@,MIA,L 21-42,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,21,10.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,9%,0,0%,7,23%,
41,2023,2023-10-29,7,8,24.061,CAR,,HOU,W 15-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,12,4.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,42%,
42,2023,2023-11-05,8,9,24.068,CAR,,IND,L 13-27,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,32,10.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,11,40%,
43,2023,2023-11-09,9,10,24.072,CAR,@,CHI,L 13-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,79,26.33,1,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,1,2%,0,0%,13,47%,
44,2023,2023-11-19,10,11,24.082,CAR,,DAL,L 10-33,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,14,14.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,11,41%,
45,2023,2023-11-26,11,12,24.089,CAR,@,TEN,L 10-17,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0,,0,2,9,4.50,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,9%,0,0%,11,46%,
46,2023,2023-12-03,12,13,24.096,CAR,@,TAM,L 18-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,4,30,7.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,17%,0,0%,12,41%,
47,2023,2023-12-10,13,14,24.103,CAR,@,NOR,L 6-28,,1,0,0,,0,0.0%,0.00,1,10,10.00,0,0,0,,0,2,1,0.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,33%,0,0%,8,33%,
48,2023,2023-12-17,14,15,24.110,CAR,,ATL,W 9-7,,2,2,1,0.50,0,100.0%,0.50,4,31,7.75,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,18,27%,0,0%,8,42%,
49,2023,2023-12-24,15,16,24.117,CAR,,GNB,L 30-33,,1,1,18,18.00,0,100.0%,18.00,2,33,16.50,1,0,0,,0,0,0,,0,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,21,32%,0,0%,10,33%,
50,2023,2023-12-31,16,17,24.124,CAR,@,JAX,L 0-26,,3,3,12,4.00,0,100.0%,4.00,1,0,0.00,0,0,0,,0,2,9,4.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,22%,0,0%,4,17%,
51,2023,2024-01-07,17,18,24.131,CAR,,TAM,L 0-9,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,3,51,17.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,9,17%,0,0%,7,35%,
52,2024,2024-09-15,2,2,,NYG,@,WAS,L 18-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
53,2024,2024-09-22,3,3,25.024,NYG,@,CLE,W 21-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,19,9.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,6,23%,
54,2024,2024-09-26,4,4,25.028,NYG,,DAL,L 15-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,1,22,22.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,5,20%,
55,2024,2024-10-06,5,5,25.038,NYG,@,SEA,W 29-20,,0,0,0,,0,0.0%,,0,0,,0,1,24,24.00,0,2,6,3.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,9,30%,
56,2024,2024-10-13,6,6,25.045,NYG,,CIN,L 7-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,2,1,0.50,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,36%,
57,2024,2024-10-20,7,7,25.052,NYG,,PHI,L 3-28,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,5,35,7.00,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,2%,0,0%,14,44%,
58,2024,2024-10-28,8,8,25.060,NYG,@,PIT,L 18-26,,0,0,0,,0,0.0%,,0,0,,0,3,100,33.33,0,1,2,2.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,10,33%,
59,2024,2024-11-03,9,9,25.066,NYG,,WAS,L 22-27,,0,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,2,12,6.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2%,0,0%,8,36%,
60,2024,2024-11-10,10,10,25.073,NYG,@,CAR,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,3,17,5.67,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,13,43%,
61,2024,2024-11-24,11,12,25.087,NYG,,TAM,L 7-30,,0,0,0,,0,0.0%,,0,0,,0,1,33,33.00,0,1,8,8.00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,8,40%,
