Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
106,2021,2021-12-26,15,16,31.303,NYJ,,JAX,W 26-21,*,,,,,,0.0%,,,,,,,,,,,,,,58,100%,0,0%,6,25%,
107,2021,2022-01-02,16,17,31.310,NYJ,,TAM,L 24-28,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,4,15%,
108,2021,2022-01-09,17,18,31.317,NYJ,@,BUF,L 10-27,,,,,,,0.0%,,,,,,,,,,,,,,2,4%,0,0%,2,6%,
109,2022,2022-09-08,1,1,32.194,BUF,@,LAR,W 31-10,,,,,,,0.0%,,,,,,,,,,,,,,1,2%,0,0%,5,26%,
110,2022,2022-09-19,2,2,32.205,BUF,,TEN,W 41-7,,,,,,,0.0%,,,,,,,,,,,,,,38,56%,0,0%,7,26%,
111,2022,2022-09-25,3,3,32.211,BUF,@,MIA,L 19-21,*,,,,,,0.0%,,,,,,,,,,,,,,69,75%,0,0%,2,9%,
112,2022,2022-10-02,4,4,32.218,BUF,@,BAL,W 23-20,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,5,20%,
113,2022,2022-10-09,5,5,32.225,BUF,,PIT,W 38-3,,,,,,,0.0%,,,,,,,,,,,,,,8,14%,0,0%,7,28%,
114,2022,2022-10-16,6,6,32.232,BUF,@,KAN,W 24-20,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,4,17%,
115,2022,2022-10-30,7,8,32.246,BUF,,GNB,W 27-17,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,5,23%,
116,2022,2022-11-06,8,9,32.253,BUF,@,NYJ,L 17-20,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,4,17%,
117,2022,2022-11-13,9,10,32.260,BUF,,MIN,L 30-33,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,6,18%,
118,2022,2022-11-20,10,11,32.267,BUF,,CLE,W 31-23,,,,,,,0.0%,,,,,,,,,,,,,,1,2%,0,0%,7,23%,
119,2022,2022-11-24,11,12,32.271,BUF,@,DET,W 28-25,*,,,,,,0.0%,,,,,,,,,,,,,,77,100%,0,0%,5,19%,
120,2022,2022-12-01,12,13,32.278,BUF,@,NWE,W 24-10,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,4,17%,
121,2022,2022-12-11,13,14,32.288,BUF,,NYJ,W 20-12,,,,,,,0.0%,,,,,,,,,,,,,,19,32%,0,0%,4,13%,
122,2022,2022-12-17,14,15,32.294,BUF,,MIA,W 32-29,*,,,,,,0.0%,,,,,,,,,,,,,,78,100%,0,0%,4,13%,
123,2022,2022-12-24,15,16,32.301,BUF,@,CHI,W 35-13,*,,,,,,0.0%,,,,,,,,,,,,,,64,100%,0,0%,5,20%,
124,2022,2023-01-08,16,18,32.316,BUF,,NWE,W 35-23,,,,,,,0.0%,,,,,,,,,,,,,,0,0%,0,0%,5,19%,
125,2023,2023-09-10,1,1,33.196,LVR,@,DEN,W 17-16,*,,,,,,0.0%,,,,,,,,,,,,,,59,100%,0,0%,3,16%,
126,2023,2023-09-17,2,2,33.203,LVR,@,BUF,L 10-38,*,,,,,,0.0%,,,,,,,,,,,,,,40,100%,0,0%,2,9%,
127,2023,2023-09-24,3,3,33.210,LVR,,PIT,L 18-23,*,,,,,,0.0%,,,,,,,,,,,,,,71,99%,0,0%,3,10%,
128,2023,2023-10-01,4,4,33.217,LVR,@,LAC,L 17-24,*,,,,,,0.0%,,,,,,,,,,,,,,73,100%,0,0%,3,12%,
129,2023,2023-10-09,5,5,33.225,LVR,,GNB,W 17-13,*,,,,,,0.0%,,,,,,,,,,,,,,64,100%,0,0%,5,21%,
130,2023,2023-10-15,6,6,33.231,LVR,,NWE,W 21-17,*,,,,,,0.0%,,,,,,,,,,,,,,69,99%,0,0%,6,24%,
131,2023,2023-10-22,7,7,33.238,LVR,@,CHI,L 12-30,*,,,,,,0.0%,,,,,,,,,,,,,,65,100%,0,0%,3,13%,
132,2023,2023-10-30,8,8,33.246,LVR,@,DET,L 14-26,*,,,,,,0.0%,,,,,,,,,,,,,,46,100%,0,0%,2,8%,
133,2023,2023-11-05,9,9,33.252,LVR,,NYG,W 30-6,*,,,,,,0.0%,,,,,,,,,,,,,,60,100%,0,0%,6,25%,
134,2023,2023-11-12,10,10,33.259,LVR,,NYJ,W 16-12,*,,,,,,0.0%,,,,,,,,,,,,,,64,100%,0,0%,4,15%,
135,2023,2023-11-19,11,11,33.266,LVR,@,MIA,L 13-20,*,,,,,,0.0%,,,,,,,,,,,,,,61,100%,0,0%,3,12%,
136,2023,2023-11-26,12,12,33.273,LVR,,KAN,L 17-31,*,,,,,,0.0%,,,,,,,,,,,,,,58,100%,0,0%,4,15%,
137,2023,2023-12-10,13,14,33.287,LVR,,MIN,L 0-3,*,0,0,5,,0,0.0%,,0.0,0,0,0,0,0,1,1,0,0,0,0,54,100%,0,0%,0,0%,
138,2023,2023-12-14,14,15,33.291,LVR,,LAC,W 63-21,*,,,,,,0.0%,,,,,,,,,,,,,,49,77%,0,0%,7,19%,
139,2023,2023-12-25,15,16,33.302,LVR,@,KAN,W 20-14,*,,,,,,0.0%,,,,,,,,,,,,,,53,96%,0,0%,3,12%,
140,2023,2023-12-31,16,17,33.308,LVR,@,IND,L 20-23,*,,,,,,0.0%,,,,,,,,,,,,,,75,100%,0,0%,4,13%,
141,2023,2024-01-07,17,18,33.315,LVR,,DEN,W 27-14,*,,,,,,0.0%,,,,,,,,,,,,,,64,97%,0,0%,5,20%,
142,2024,2024-09-08,1,1,34.195,NYG,,MIN,L 6-28,*,,,,,,0.0%,,,,,,,,,,,,,,71,100%,0,0%,2,8%,
143,2024,2024-09-15,2,2,34.202,NYG,@,WAS,L 18-21,*,,,,,,0.0%,,,,,,,,,,,,,,56,100%,0,0%,1,5%,
144,2024,2024-09-22,3,3,34.209,NYG,@,CLE,W 21-15,*,,,,,,0.0%,,,,,,,,,,,,,,72,100%,0,0%,4,15%,
145,2024,2024-09-26,4,4,34.213,NYG,,DAL,L 15-20,*,,,,,,0.0%,,,,,,,,,,,,,,69,100%,0,0%,5,20%,
146,2024,2024-10-06,5,5,34.223,NYG,@,SEA,W 29-20,*,,,,,,0.0%,,,,,,,,,,,,,,72,100%,0,0%,5,17%,
147,2024,2024-10-13,6,6,34.230,NYG,,CIN,L 7-17,*,,,,,,0.0%,,,,,,,,,,,,,,79,100%,0,0%,3,14%,
148,2024,2024-10-20,7,7,34.237,NYG,,PHI,L 3-28,*,0,0,0,,0,0.0%,,0.0,0,0,0,0,0,0,0,0,1,0,0,58,100%,0,0%,1,3%,
149,2024,2024-10-28,8,8,34.245,NYG,@,PIT,L 18-26,*,,,,,,0.0%,,,,,,,,,,,,,,72,100%,0,0%,4,13%,
150,2024,2024-11-03,9,9,34.251,NYG,,WAS,L 22-27,*,,,,,,0.0%,,,,,,,,,,,,,,65,100%,0,0%,1,5%,
151,2024,2024-11-10,10,10,34.258,NYG,@,CAR,L 17-20,*,,,,,,0.0%,,,,,,,,,,,,,,75,100%,0,0%,0,0%,
152,2024,2024-11-24,11,12,34.272,NYG,,TAM,L 7-30,*,,,,,,0.0%,,,,,,,,,,,,,,59,100%,0,0%,1,5%,
