Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,24.179,NYG,@,TEN,W 21-20,,1.0,1,0,1,0,1,0,0%,27,42%,5,18%,
2,2022,2022-09-18,2,2,24.186,NYG,,CAR,W 19-16,,0.0,0,0,0,0,0,0,0%,20,34%,5,17%,
3,2022,2022-09-26,3,3,,NYG,,DAL,L 16-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2022,2022-10-02,4,4,24.200,NYG,,CHI,W 20-12,,0.0,1,1,2,0,0,0,0%,15,24%,0,0%,
5,2022,2022-10-09,5,5,24.207,NYG,@,GNB,W 27-22,,0.0,1,1,2,0,0,0,0%,11,17%,0,0%,
6,2022,2022-10-16,6,6,24.214,NYG,,BAL,W 24-20,,0.0,0,1,1,0,0,0,0%,12,20%,1,4%,
7,2022,2022-10-23,7,7,24.221,NYG,@,JAX,W 23-17,,0.0,0,0,0,0,0,0,0%,34,48%,7,32%,
8,2022,2022-10-30,8,8,24.228,NYG,@,SEA,L 13-27,,0.0,6,2,8,2,0,0,0%,27,42%,17,57%,
9,2022,2022-11-13,9,10,24.242,NYG,,HOU,W 24-16,,0.0,0,1,1,0,0,0,0%,13,20%,19,63%,
10,2022,2022-11-20,10,11,24.249,NYG,,DET,L 18-31,,0.0,1,0,1,0,0,0,0%,23,34%,16,62%,
11,2022,2022-11-24,11,12,24.253,NYG,@,DAL,L 20-28,,0.0,0,1,1,0,0,0,0%,21,28%,13,57%,
12,2022,2022-12-04,12,13,24.263,NYG,,WAS,T 20-20,,0.0,0,0,0,0,0,0,0%,9,11%,21,62%,
13,2022,2022-12-11,13,14,24.270,NYG,,PHI,L 22-48,,,,,,,,0,0%,12,18%,20,65%,
14,2022,2022-12-18,14,15,24.277,NYG,@,WAS,W 20-12,,,,,,,,0,0%,8,13%,15,60%,
15,2022,2022-12-24,15,16,24.283,NYG,@,MIN,L 24-27,,,,,,,,0,0%,1,1%,17,59%,
16,2022,2023-01-01,16,17,24.291,NYG,,IND,W 38-10,,0.0,0,2,2,0,0,0,0%,14,24%,13,54%,
17,2022,2023-01-08,17,18,24.298,NYG,@,PHI,L 16-22,*,0.0,5,0,5,1,0,0,0%,73,100%,17,61%,
18,2023,2023-09-10,1,1,,NYG,,DAL,L 0-40,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
