Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-14,1,1,23.056,NYG,,PIT,L 16-26,,,,,,,,0,,,0,0,0,0,0%,0,0%,12,46%,
2,2020,2020-09-20,2,2,,NYG,@,CHI,L 13-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2020,2020-09-27,3,3,23.069,NYG,,SFO,L 9-36,,,,,,,,0,,,0,0,0,0,0%,0,0%,12,52%,
4,2020,2020-10-04,4,4,,NYG,@,LAR,L 9-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2020,2020-10-11,5,5,23.083,NYG,@,DAL,L 34-37,,,,,,,,0,,,0,0,0,0,0%,0,0%,24,71%,
6,2020,2020-10-18,6,6,23.090,NYG,,WAS,W 20-19,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,3,4%,10,45%,
7,2020,2020-10-22,7,7,23.094,NYG,@,PHI,L 21-22,,,,,,,,0,,,0,0,0,0,0%,0,0%,12,46%,
8,2020,2020-11-02,8,8,23.105,NYG,,TAM,L 23-25,,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0%,4,6%,11,41%,
9,2020,2020-11-08,9,9,23.111,NYG,@,WAS,W 23-20,,,,,,,,0,,,0,0,0,0,0%,4,7%,10,38%,
10,2020,2020-11-15,10,10,23.118,NYG,,PHI,W 27-17,,,,,,,,0,,,0,0,0,0,0%,3,4%,13,52%,
11,2020,2020-11-29,11,12,23.132,NYG,@,CIN,W 19-17,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,19,39%,12,41%,
12,2020,2020-12-06,12,13,23.139,NYG,@,SEA,W 17-12,,0.0,3,0,3,0,1,0,0,0,0,0,0,0,0%,45,63%,7,26%,
13,2020,2020-12-13,13,14,23.146,NYG,,ARI,L 7-26,*,0.0,5,2,7,1,0,0,0,0,0,0,0,0,0%,64,81%,2,7%,
14,2020,2020-12-20,14,15,23.153,NYG,,CLE,L 6-20,*,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0%,28,44%,6,32%,
15,2020,2020-12-27,15,16,23.160,NYG,@,BAL,L 13-27,,,,,,,,0,,,0,0,0,0,0%,11,16%,7,29%,
16,2020,2021-01-03,16,17,23.167,NYG,,DAL,W 23-19,,,,,,,,0,,,0,0,0,0,0%,11,13%,10,33%,
