Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,24.255,GNB,@,MIN,W 43-34,,0,,,0,0,0,0,0%,0,0%,7,27%,
2,2020,2020-09-20,2,2,24.262,GNB,,DET,W 42-21,,0,,,0,0,0,5,7%,0,0%,6,20%,
3,2020,2020-09-27,3,3,24.269,GNB,@,NOR,W 37-30,,0,,,0,0,0,0,0%,0,0%,7,22%,
4,2020,2020-10-05,4,4,24.277,GNB,,ATL,W 30-16,,0,,,0,0,0,0,0%,0,0%,5,22%,
5,2020,2020-10-18,5,6,24.290,GNB,@,TAM,L 10-38,,0,,,0,0,0,0,0%,0,0%,2,7%,
6,2020,2020-10-25,6,7,24.297,GNB,@,HOU,W 35-20,,0,,,0,0,0,0,0%,0,0%,5,17%,
7,2020,2020-11-01,7,8,24.304,GNB,,MIN,L 22-28,,0,,,0,0,0,0,0%,0,0%,2,11%,
8,2020,2020-11-05,8,9,24.308,GNB,@,SFO,W 34-17,,0,,,0,0,0,4,6%,0,0%,6,22%,
9,2020,2020-11-15,9,10,24.318,GNB,,JAX,W 24-20,,0,,,0,0,0,0,0%,0,0%,4,13%,
10,2020,2020-11-22,10,11,24.325,GNB,@,IND,L 31-34,,0,,,0,0,0,0,0%,0,0%,5,16%,
11,2020,2020-11-29,11,12,24.332,GNB,,CHI,W 41-25,,0,,,0,0,0,2,3%,0,0%,6,24%,
12,2020,2020-12-06,12,13,24.339,GNB,,PHI,W 30-16,,0,,,0,0,0,0,0%,0,0%,5,19%,
13,2020,2020-12-13,13,14,24.346,GNB,@,DET,W 31-24,,0,,,0,0,0,0,0%,0,0%,6,23%,
14,2020,2020-12-19,14,15,24.352,GNB,,CAR,W 24-16,,0,,,0,0,0,0,0%,0,0%,4,14%,
15,2020,2020-12-27,15,16,24.360,GNB,,TEN,W 40-14,,0,,,0,0,0,3,5%,0,0%,6,27%,
16,2020,2021-01-03,16,17,25.001,GNB,@,CHI,W 35-16,,0,,,0,0,0,0,0%,0,0%,5,22%,
17,2021,2021-09-12,1,1,25.253,GNB,@,NOR,L 3-38,,,,,,,,0,0%,0,0%,1,5%,
18,2021,2021-09-20,2,2,25.261,GNB,,DET,W 35-17,,,,,,,,0,0%,0,0%,5,22%,
19,2021,2021-09-26,3,3,25.267,GNB,@,SFO,W 30-28,*,,,,,,,63,100%,0,0%,6,22%,
20,2021,2021-10-03,4,4,25.274,GNB,,PIT,W 27-17,*,,,,,,,72,100%,0,0%,6,24%,
21,2021,2021-10-10,5,5,25.281,GNB,@,CIN,W 25-22,*,,,,,,,64,100%,0,0%,9,29%,
22,2021,2021-10-17,6,6,25.288,GNB,@,CHI,W 24-14,,,,,,,,0,0%,0,0%,4,19%,
23,2021,2021-10-24,7,7,25.295,GNB,,WAS,W 24-10,,,,,,,,0,0%,0,0%,5,26%,
24,2021,2021-10-28,8,8,25.299,GNB,@,ARI,W 24-21,,,,,,,,0,0%,0,0%,4,18%,
25,2021,2021-11-07,9,9,25.309,GNB,@,KAN,L 7-13,,,,,,,,0,0%,0,0%,3,14%,
26,2021,2021-11-14,10,10,25.316,GNB,,SEA,W 17-0,,,,,,,,0,0%,0,0%,4,22%,
27,2021,2021-11-21,11,11,25.323,GNB,@,MIN,L 31-34,,,,,,,,10,17%,0,0%,6,21%,
28,2021,2021-11-28,12,12,25.330,GNB,,LAR,W 36-28,*,0,0,0,1,0,0,82,100%,0,0%,7,19%,
29,2021,2021-12-12,13,14,25.344,GNB,,CHI,W 45-30,*,,,,,,,65,100%,0,0%,7,19%,
30,2021,2021-12-19,14,15,25.351,GNB,@,BAL,W 31-30,*,,,,,,,62,100%,0,0%,5,20%,
31,2021,2021-12-25,15,16,25.357,GNB,,CLE,W 24-22,*,,,,,,,56,95%,0,0%,4,17%,
32,2021,2022-01-02,16,17,26.000,GNB,,MIN,W 37-10,*,,,,,,,75,100%,0,0%,7,26%,
33,2021,2022-01-09,17,18,26.007,GNB,@,DET,L 30-37,,,,,,,,41,60%,0,0%,3,11%,
34,2022,2022-09-11,1,1,26.252,GNB,@,MIN,L 7-23,*,,,,,,,61,100%,0,0%,1,4%,
35,2022,2022-09-18,2,2,26.259,GNB,,CHI,W 27-10,*,,,,,,,68,100%,0,0%,5,23%,
36,2022,2022-09-25,3,3,26.266,GNB,@,TAM,W 14-12,,,,,,,,27,44%,0,0%,2,8%,
37,2022,2022-10-02,4,4,26.273,GNB,,NWE,W 27-24,,,,,,,,3,4%,0,0%,5,16%,
38,2022,2022-10-09,5,5,26.280,GNB,,NYG,L 22-27,,,,,,,,38,60%,0,0%,4,15%,
39,2022,2022-10-16,6,6,26.287,GNB,,NYJ,L 10-27,,,,,,,,4,5%,0,0%,3,10%,
40,2022,2022-10-23,7,7,26.294,GNB,@,WAS,L 21-23,*,,,,,,,54,100%,0,0%,3,10%,
41,2022,2022-10-30,8,8,26.301,GNB,@,BUF,L 17-27,*,,,,,,,66,100%,0,0%,4,18%,
42,2022,2022-11-06,9,9,26.308,GNB,@,DET,L 9-15,*,,,,,,,74,100%,0,0%,1,8%,
43,2022,2022-11-13,10,10,26.315,GNB,,DAL,W 31-28,*,,,,,,,64,100%,0,0%,6,20%,
44,2022,2022-11-17,11,11,26.319,GNB,,TEN,L 17-27,*,,,,,,,61,100%,0,0%,2,9%,
45,2022,2022-11-27,12,12,26.329,GNB,@,PHI,L 33-40,*,,,,,,,49,100%,0,0%,6,19%,
46,2022,2022-12-04,13,13,26.336,GNB,@,CHI,W 28-19,*,,,,,,,66,100%,0,0%,4,17%,
47,2022,2022-12-19,14,15,26.351,GNB,,LAR,W 24-12,*,,,,,,,71,100%,0,0%,4,19%,
48,2022,2022-12-25,15,16,26.357,GNB,@,MIA,W 26-20,*,,,,,,,18,27%,0,0%,2,8%,
49,2022,2023-01-01,16,17,26.364,GNB,,MIN,W 41-17,*,,,,,,,8,13%,0,0%,7,25%,
50,2022,2023-01-08,17,18,27.006,GNB,,DET,L 16-20,*,,,,,,,24,40%,0,0%,7,28%,
51,2023,2023-09-10,1,1,27.251,GNB,@,CHI,W 38-20,,,,,,,,5,8%,0,0%,7,25%,
52,2023,2023-09-17,2,2,27.258,GNB,@,ATL,L 24-25,,,,,,,,12,24%,0,0%,10,37%,
53,2023,2023-09-24,3,3,27.265,GNB,,NOR,W 18-17,,,,,,,,3,4%,0,0%,6,24%,
54,2023,2023-09-28,4,4,27.269,GNB,,DET,L 20-34,,,,,,,,0,0%,0,0%,9,30%,
55,2023,2023-10-09,5,5,27.280,GNB,@,LVR,L 13-17,,0,0,0,0,0,0,0,0%,0,0%,8,33%,
56,2023,2023-10-22,6,7,27.293,GNB,@,DEN,L 17-19,,,,,,,,4,6%,0,0%,9,36%,
57,2023,2023-10-22,6,7,,GNB,@,DEN,L 17-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
58,2023,2023-10-29,7,8,27.300,GNB,,MIN,L 10-24,,,,,,,,50,74%,0,0%,9,39%,
59,2023,2023-11-05,8,9,27.307,GNB,,LAR,W 20-3,*,,,,,,,35,49%,0,0%,3,13%,
60,2023,2023-11-12,9,10,27.314,GNB,@,PIT,L 19-23,,,,,,,,0,0%,0,0%,5,17%,
61,2023,2023-11-19,10,11,27.321,GNB,,LAC,W 23-20,,,,,,,,31,43%,0,0%,5,19%,
62,2023,2023-11-23,11,12,27.325,GNB,@,DET,W 29-22,,,,,,,,27,48%,0,0%,5,22%,
63,2023,2023-12-03,12,13,27.335,GNB,,KAN,W 27-19,,,,,,,,8,13%,0,0%,5,23%,
64,2023,2023-12-11,13,14,27.343,GNB,@,NYG,L 22-24,,,,,,,,17,25%,0,0%,7,26%,
65,2023,2023-12-17,14,15,27.349,GNB,,TAM,L 20-34,,,,,,,,19,32%,0,0%,4,16%,
66,2023,2023-12-24,15,16,27.356,GNB,@,CAR,W 33-30,,,,,,,,0,0%,0,0%,6,20%,
67,2023,2023-12-31,16,17,27.363,GNB,@,MIN,W 33-10,,,,,,,,8,11%,0,0%,6,25%,
68,2023,2024-01-07,17,18,28.005,GNB,,CHI,W 17-9,,,,,,,,12,20%,0,0%,4,22%,
69,2024,2024-09-08,1,1,28.250,CAR,@,NOR,L 10-47,,,,,,,,0,0%,0,0%,2,7%,
70,2024,2024-09-15,2,2,28.257,CAR,,LAC,L 3-26,,,,,,,,0,0%,0,0%,1,4%,
71,2024,2024-09-22,3,3,28.264,CAR,@,LVR,W 36-22,,,,,,,,0,0%,0,0%,6,20%,
72,2024,2024-09-29,4,4,28.271,CAR,,CIN,L 24-34,,,,,,,,0,0%,0,0%,4,14%,
73,2024,2024-10-06,5,5,28.278,CAR,@,CHI,L 10-36,,,,,,,,31,52%,0,0%,3,12%,
74,2024,2024-10-13,6,6,28.285,CAR,,ATL,L 20-38,*,,,,,,,66,100%,0,0%,4,15%,
75,2024,2024-10-20,7,7,28.292,CAR,@,WAS,L 7-40,*,,,,,,,43,100%,0,0%,1,4%,
76,2024,2024-10-27,8,8,,CAR,@,DEN,L 14-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
77,2024,2024-11-03,9,9,28.306,CAR,,NOR,W 23-22,,,,,,,,0,0%,0,0%,3,10%,
78,2024,2024-11-10,10,10,28.313,CAR,,NYG,W 20-17,,,,,,,,0,0%,0,0%,4,13%,
79,2024,2024-11-24,11,12,28.327,CAR,,KAN,L 27-30,,,,,,,,0,0%,0,0%,5,19%,
