Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,22.229,CAR,@,ATL,L 10-24,,,,,,,,0,0%,0,0%,14,54%,
2,2023,2023-09-18,2,2,22.237,CAR,,NOR,L 17-20,,,,,,,,0,0%,0,0%,13,48%,
3,2023,2023-09-24,3,3,,CAR,@,SEA,L 27-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2023,2023-10-01,4,4,22.250,CAR,,MIN,L 13-21,,0.0,2,0,2,0,0,0,0%,0,0%,15,68%,
5,2023,2023-10-08,5,5,22.257,CAR,@,DET,L 24-42,,,,,,,,0,0%,0,0%,15,56%,
6,2023,2023-10-15,6,6,22.264,CAR,@,MIA,L 21-42,,0.0,0,0,0,0,0,0,0%,1,1%,18,60%,
7,2023,2023-10-29,7,8,22.278,CAR,,HOU,W 15-13,,0.0,3,3,6,0,0,0,0%,12,21%,17,71%,
8,2023,2023-11-05,8,9,22.285,CAR,,IND,L 13-27,*,0.0,1,2,3,0,0,0,0%,25,41%,20,72%,
9,2023,2023-11-09,9,10,22.289,CAR,@,CHI,L 13-16,*,0.0,2,0,2,0,0,0,0%,17,24%,20,72%,
10,2023,2023-11-19,10,11,22.299,CAR,,DAL,L 10-33,,,,,,,,0,0%,0,0%,19,70%,
11,2023,2023-11-26,11,12,22.306,CAR,@,TEN,L 10-17,,0.0,2,0,2,0,0,0,0%,9,17%,18,75%,
12,2023,2023-12-03,12,13,22.313,CAR,@,TAM,L 18-21,,,,,,,,0,0%,0,0%,24,83%,
13,2023,2023-12-10,13,14,,CAR,@,NOR,L 6-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2023,2023-12-17,14,15,22.327,CAR,,ATL,W 9-7,,0.0,0,1,1,0,0,0,0%,0,0%,15,79%,
15,2023,2023-12-24,15,16,22.334,CAR,,GNB,L 30-33,,0.0,1,0,1,0,0,0,0%,0,0%,20,67%,
16,2023,2023-12-31,16,17,22.341,CAR,@,JAX,L 0-26,,,,,,,,0,0%,0,0%,23,100%,
17,2023,2024-01-07,17,18,22.348,CAR,,TAM,L 0-9,,,,,,,,0,0%,0,0%,18,90%,
18,2024,2024-09-08,1,1,,CAR,@,NOR,L 10-47,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,2024,2024-09-15,2,2,23.235,CAR,,LAC,L 3-26,,,,,,,,0,0%,0,0%,10,42%,
20,2024,2024-09-22,3,3,23.242,CAR,@,LVR,W 36-22,,0.0,1,0,1,0,0,0,0%,11,17%,17,57%,
21,2024,2024-09-29,4,4,23.249,CAR,,CIN,L 24-34,,0.0,1,1,2,0,0,0,0%,0,0%,16,57%,
22,2024,2024-10-06,5,5,23.256,CAR,@,CHI,L 10-36,,,,,,,,0,0%,0,0%,18,69%,
23,2024,2024-10-13,6,6,23.263,CAR,,ATL,L 20-38,,,,,,,,0,0%,0,0%,17,63%,
24,2024,2024-10-20,7,7,23.270,CAR,@,WAS,L 7-40,,,,,,,,0,0%,0,0%,19,73%,
25,2024,2024-10-27,8,8,,CAR,@,DEN,L 14-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
26,2024,2024-11-03,9,9,,CAR,,NOR,W 23-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2024,2024-11-10,10,10,,CAR,,NYG,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,2024,2024-11-24,11,12,,CAR,,KAN,L 27-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
