Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,22.222,SEA,@,IND,W 28-16,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,16,67%,
2,2021,2021-09-19,2,2,22.229,SEA,,TEN,L 30-33,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,23,64%,
3,2021,2021-09-26,3,3,22.236,SEA,@,MIN,L 17-30,,,,,,,,,,,,,,0,0%,0,0%,13,52%,
4,2021,2021-10-03,4,4,22.243,SEA,@,SFO,W 28-21,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0%,0,0%,23,74%,
5,2021,2021-10-07,5,5,22.247,SEA,,LAR,L 17-26,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,0,0%,18,64%,
6,2021,2021-10-17,6,6,22.257,SEA,@,PIT,L 20-23,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,25,74%,
7,2021,2021-10-25,7,7,22.265,SEA,,NOR,L 10-13,,,,,,,,,,,,,,0,0%,0,0%,17,68%,
8,2021,2021-10-31,8,8,22.271,SEA,,JAX,W 31-7,,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0%,0,0%,16,70%,
9,2021,2021-11-14,9,10,22.285,SEA,@,GNB,L 0-17,,,,,,,,,,,,,,0,0%,0,0%,14,78%,
10,2021,2021-11-21,10,11,22.292,SEA,,ARI,L 13-23,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,17,63%,
11,2021,2021-11-29,11,12,22.300,SEA,@,WAS,L 15-17,,,,,,,,,,,,,,0,0%,0,0%,20,83%,
12,2021,2021-12-05,12,13,22.306,SEA,,SFO,W 30-23,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,20,69%,
13,2021,2021-12-12,13,14,22.313,SEA,@,HOU,W 33-13,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,19,68%,
14,2021,2021-12-21,14,15,22.322,SEA,@,LAR,L 10-20,,,,,,,,,,,,,,0,0%,0,0%,9,38%,
15,2021,2021-12-26,15,16,,SEA,,CHI,L 24-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2021,2022-01-02,16,17,,SEA,,DET,W 51-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2022,2022-09-12,1,1,,SEA,,DEN,W 17-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2022,2022-09-18,2,2,,SEA,@,SFO,L 7-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2022,2022-09-25,3,3,,SEA,,ATL,L 23-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2022,2022-10-02,4,4,,SEA,@,DET,W 48-45,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2022,2022-10-09,5,5,,SEA,@,NOR,L 32-39,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2022,2022-10-16,6,6,,SEA,,ARI,W 19-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2022,2022-10-23,7,7,,SEA,@,LAC,W 37-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2022,2022-10-30,8,8,,SEA,,NYG,W 27-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
