Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,,NWE,@,MIA,L 7-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2022,2022-09-18,2,2,,NWE,@,PIT,W 17-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2022,2022-09-25,3,3,,NWE,,BAL,L 26-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2022,2022-10-02,4,4,,NWE,@,GNB,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2022,2022-10-09,5,5,,NWE,,DET,W 29-0,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,2022,2022-10-16,6,6,,NWE,@,CLE,W 38-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2022,2022-10-24,7,7,,NWE,,CHI,L 14-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2022,2022-10-30,8,8,,NWE,@,NYJ,W 22-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,2022,2022-11-06,9,9,,NWE,,IND,W 26-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2022,2022-11-20,10,11,,NWE,,NYJ,W 10-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,2022,2022-11-24,11,12,,NWE,@,MIN,L 26-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2022,2022-12-01,12,13,,NWE,,BUF,L 10-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2022,2022-12-12,13,14,,NWE,@,ARI,W 27-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2022,2022-12-18,14,15,,NWE,@,LVR,L 24-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2022,2022-12-24,15,16,,NWE,,CIN,L 18-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2022,2023-01-01,16,17,,NWE,,MIA,W 23-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2022,2023-01-08,17,18,,NWE,@,BUF,L 23-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2023,2023-09-10,1,1,25.279,CAR,@,ATL,L 10-24,,,,,,,,0,0%,1,2%,0,0%,
19,2023,2023-09-18,2,2,25.287,CAR,,NOR,L 17-20,,,,,,,,0,0%,1,1%,0,0%,
20,2023,2023-09-24,3,3,25.293,CAR,@,SEA,L 27-37,,,,,,,,0,0%,17,23%,0,0%,
21,2023,2023-10-01,4,4,25.300,CAR,,MIN,L 13-21,,,,,,,,0,0%,8,17%,0,0%,
22,2023,2023-10-08,5,5,25.307,CAR,@,DET,L 24-42,,0.0,0,1,1,0,0,0,0%,24,40%,0,0%,
23,2023,2023-10-15,6,6,25.314,CAR,@,MIA,L 21-42,,0.0,0,2,2,0,0,0,0%,34,51%,1,3%,
24,2023,2023-10-29,7,8,25.328,CAR,,HOU,W 15-13,,0.0,2,1,3,0,0,0,0%,28,48%,0,0%,
25,2023,2023-11-05,8,9,25.335,CAR,,IND,L 13-27,,0.0,1,2,3,0,0,0,0%,30,49%,0,0%,
26,2023,2023-11-09,9,10,25.339,CAR,@,CHI,L 13-16,,0.0,0,1,1,0,0,0,0%,29,40%,0,0%,
27,2023,2023-11-19,10,11,25.349,CAR,,DAL,L 10-33,,,,,,,,0,0%,32,44%,0,0%,
28,2023,2023-11-26,11,12,25.356,CAR,@,TEN,L 10-17,,0.0,1,0,1,0,0,0,0%,24,45%,4,17%,
29,2023,2023-12-03,12,13,25.363,CAR,@,TAM,L 18-21,,0.0,0,1,1,0,0,0,0%,20,32%,0,0%,
30,2023,2023-12-10,13,14,26.005,CAR,@,NOR,L 6-28,*,0.0,1,1,2,0,0,0,0%,27,52%,0,0%,
31,2023,2023-12-17,14,15,26.012,CAR,,ATL,W 9-7,,0.0,0,1,1,0,0,0,0%,15,29%,0,0%,
32,2023,2023-12-24,15,16,26.019,CAR,,GNB,L 30-33,,0.0,0,1,1,0,0,0,0%,27,41%,6,20%,
33,2023,2023-12-31,16,17,26.026,CAR,@,JAX,L 0-26,,,,,,,,0,0%,17,27%,6,26%,
34,2023,2024-01-07,17,18,26.033,CAR,,TAM,L 0-9,,0.0,2,1,3,0,0,0,0%,21,32%,0,0%,
35,2024,2024-09-08,1,1,,CAR,@,NOR,L 10-47,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
36,2024,2024-09-15,2,2,26.285,CAR,,LAC,L 3-26,,0.0,1,1,2,0,0,0,0%,32,46%,5,21%,
37,2024,2024-09-22,3,3,26.292,CAR,@,LVR,W 36-22,*,1.0,3,1,4,1,1,0,0%,37,58%,3,10%,
