Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1.0,2024.0,2024-09-08,1.0,1.0,,CAR,@,NOR,L 10-47,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2.0,2024.0,2024-09-15,2.0,2.0,,CAR,,LAC,L 3-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3.0,2024.0,2024-09-22,3.0,3.0,,CAR,@,LVR,W 36-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4.0,2024.0,2024-09-29,4.0,4.0,23.358,CAR,,CIN,L 24-34,,0.0,1,0,1,0,0,0,0,0,0,0,0%,0,0%,21,75%,
5.0,2024.0,2024-10-06,5.0,5.0,23.365,CAR,@,CHI,L 10-36,,,,,,,,,,,,0,0%,0,0%,14,54%,
6.0,2024.0,2024-10-13,6.0,6.0,24.006,CAR,,ATL,L 20-38,,,,,,,,,,,,0,0%,0,0%,14,52%,
7.0,2024.0,2024-10-20,7.0,7.0,24.013,CAR,@,WAS,L 7-40,,0.0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,12,46%,
8.0,2024.0,2024-10-27,8.0,8.0,24.02,CAR,@,DEN,L 14-28,*,0.0,7,4,11,0,0,0,0,0,0,0,0%,73,100%,6,25%,
9.0,2024.0,2024-11-03,9.0,9.0,24.027,CAR,,NOR,W 23-22,*,0.0,8,4,12,0,0,0,0,0,1,0,0%,79,100%,0,0%,
10.0,2024.0,2024-11-10,10.0,10.0,24.034,CAR,,NYG,W 20-17,,0.0,0,0,0,0,0,0,0,0,0,0,0%,0,0%,5,17%,
11.0,2024.0,2024-11-24,11.0,12.0,24.048,CAR,,KAN,L 27-30,,,,,,,,,,,,0,0%,0,0%,16,59%,
