Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,23.176,SEA,@,ATL,W 38-25,*,,,,,,,62,100%,0,0%,6,21%,
2,2020,2020-09-20,2,2,23.183,SEA,,NWE,W 35-30,*,,,,,,,63,100%,0,0%,5,18%,
3,2020,2020-09-27,3,3,23.190,SEA,,DAL,W 38-31,*,,,,,,,4,5%,0,0%,0,0%,
4,2020,2020-10-04,4,4,23.197,SEA,@,MIA,W 31-23,*,,,,,,,50,79%,0,0%,5,19%,
5,2020,2020-10-11,5,5,23.204,SEA,,MIN,W 27-26,*,,,,,,,54,100%,0,0%,3,12%,
6,2020,2020-10-25,6,7,23.218,SEA,@,ARI,L 34-37,*,,,,,,,76,90%,0,0%,6,18%,
7,2020,2020-11-01,7,8,23.225,SEA,,SFO,W 37-27,*,,,,,,,68,100%,0,0%,6,21%,
8,2020,2020-11-08,8,9,23.232,SEA,@,BUF,L 34-44,*,,,,,,,65,100%,0,0%,6,18%,
9,2020,2020-11-15,9,10,23.239,SEA,@,LAR,L 16-23,*,,,,,,,67,100%,0,0%,4,17%,
10,2020,2020-11-19,10,11,23.243,SEA,,ARI,W 28-21,*,,,,,,,66,100%,0,0%,5,19%,
11,2020,2020-11-30,11,12,23.254,SEA,@,PHI,W 23-17,*,,,,,,,64,96%,0,0%,4,16%,
12,2020,2020-12-06,12,13,23.260,SEA,,NYG,L 12-17,*,,,,,,,72,100%,0,0%,2,7%,
13,2020,2020-12-13,13,14,23.267,SEA,,NYJ,W 40-3,*,,,,,,,73,100%,0,0%,7,25%,
14,2020,2020-12-20,14,15,23.274,SEA,@,WAS,W 20-15,*,0.0,0,0,0,0,0,57,100%,0,0%,4,17%,
15,2020,2020-12-27,15,16,23.281,SEA,,LAR,W 20-9,*,,,,,,,63,100%,0,0%,4,15%,
16,2020,2021-01-03,16,17,23.288,SEA,@,SFO,W 26-23,*,,,,,,,63,97%,0,0%,5,16%,
17,2021,2021-09-12,1,1,24.175,SEA,@,IND,W 28-16,*,,,,,,,54,100%,0,0%,4,17%,
18,2021,2021-09-19,2,2,24.182,SEA,,TEN,L 30-33,*,,,,,,,45,83%,0,0%,5,14%,
19,2021,2021-09-26,3,3,24.189,SEA,@,MIN,L 17-30,*,,,,,,,53,100%,0,0%,4,16%,
