Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
104,2020,2020-11-08,8,9,30.078,MIN,,DET,W 34-20,*,5,2,38,19.00,0,40.0%,7.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,86%,0,0%,1,3%,
105,2020,2020-11-16,9,10,30.086,MIN,@,CHI,W 19-13,*,7,4,43,10.75,2,57.1%,6.14,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,72,97%,0,0%,0,0%,
106,2020,2020-11-22,10,11,30.092,MIN,,DAL,L 28-31,*,11,8,123,15.38,2,72.7%,11.18,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,57,88%,0,0%,0,0%,
107,2020,2020-11-29,11,12,,MIN,,CAR,W 28-27,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
108,2020,2020-12-06,12,13,30.106,MIN,,JAX,W 27-24,*,11,8,75,9.38,1,72.7%,6.82,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,83,91%,0,0%,0,0%,
109,2020,2020-12-13,13,14,30.113,MIN,@,TAM,L 14-26,*,4,3,39,13.00,0,75.0%,9.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,90%,0,0%,0,0%,
110,2020,2020-12-20,14,15,30.120,MIN,,CHI,L 27-33,*,3,2,11,5.50,1,66.7%,3.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,94%,0,0%,0,0%,
111,2020,2020-12-25,15,16,30.125,MIN,@,NOR,L 33-52,*,9,8,97,12.13,1,88.9%,10.78,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,88%,0,0%,0,0%,
112,2020,2021-01-03,16,17,30.134,MIN,@,DET,W 37-35,*,5,4,57,14.25,0,80.0%,11.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,95%,0,0%,0,0%,
113,2021,2021-09-12,1,1,31.021,MIN,@,CIN,L 24-27,*,10,9,92,10.22,2,90.0%,9.20,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,78,94%,0,0%,0,0%,
114,2021,2021-09-19,2,2,31.028,MIN,@,ARI,L 33-34,*,7,6,39,6.50,1,85.7%,5.57,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,1,0,0,0,0,0,61,100%,0,0%,0,0%,
115,2021,2021-09-26,3,3,31.035,MIN,,SEA,W 30-17,*,9,6,50,8.33,1,66.7%,5.56,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,72,96%,0,0%,0,0%,
116,2021,2021-10-03,4,4,31.042,MIN,,CLE,L 7-14,*,8,3,46,15.33,0,37.5%,5.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,99%,0,0%,0,0%,
117,2021,2021-10-10,5,5,31.049,MIN,,DET,W 19-17,*,3,2,40,20.00,0,66.7%,13.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,93%,0,0%,1,4%,
118,2021,2021-10-17,6,6,31.056,MIN,@,CAR,W 34-28,*,13,11,126,11.45,1,84.6%,9.69,1,2,2.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,1,0,0,87,98%,0,0%,0,0%,
119,2021,2021-10-31,7,8,31.070,MIN,,DAL,L 16-20,*,9,6,78,13.00,1,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,65,98%,0,0%,0,0%,
120,2021,2021-11-07,8,9,31.077,MIN,@,BAL,L 31-34,*,7,2,6,3.00,1,28.6%,0.86,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,48,89%,0,0%,0,0%,
121,2021,2021-11-14,9,10,31.084,MIN,@,LAC,W 27-20,*,7,5,65,13.00,0,71.4%,9.29,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,90%,0,0%,0,0%,
122,2021,2021-11-21,10,11,31.091,MIN,,GNB,W 34-31,*,10,8,82,10.25,1,80.0%,8.20,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,66,94%,0,0%,0,0%,
123,2021,2021-11-28,11,12,31.098,MIN,@,SFO,L 26-34,*,7,5,62,12.40,2,71.4%,8.86,0,0,,0,0,0,,0,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,53,96%,0,0%,0,0%,
124,2021,2021-12-05,12,13,31.105,MIN,@,DET,L 27-29,*,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,8%,0,0%,0,0%,
125,2021,2021-12-09,13,14,,MIN,,PIT,W 36-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
126,2021,2021-12-20,14,15,,MIN,@,CHI,W 17-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
127,2021,2021-12-26,15,16,31.126,MIN,,LAR,L 23-30,*,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,23,37%,0,0%,0,0%,
128,2021,2022-01-02,16,17,,MIN,@,GNB,L 10-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
129,2021,2022-01-09,17,18,,MIN,,CHI,W 31-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
130,2022,2022-09-11,1,1,32.020,MIN,,GNB,W 23-7,*,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,95%,0,0%,0,0%,
131,2022,2022-09-19,2,2,32.028,MIN,@,PHI,L 7-24,*,7,4,52,13.00,0,57.1%,7.43,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,97%,0,0%,0,0%,
132,2022,2022-09-25,3,3,32.034,MIN,,DET,W 28-24,*,8,6,61,10.17,1,75.0%,7.63,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,70,97%,0,0%,0,0%,
133,2022,2022-10-02,4,4,32.041,MIN,@,NOR,W 28-25,*,9,8,72,9.00,0,88.9%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,97%,0,0%,0,0%,
134,2022,2022-10-09,5,5,32.048,MIN,,CHI,W 29-22,*,7,4,27,6.75,0,57.1%,3.86,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,76,96%,0,0%,0,0%,
135,2022,2022-10-16,6,6,32.055,MIN,@,MIA,W 24-16,*,8,4,36,9.00,1,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,45,87%,0,0%,1,3%,
136,2022,2022-10-30,7,8,32.069,MIN,,ARI,W 34-26,*,7,6,67,11.17,0,85.7%,9.57,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,87%,0,0%,0,0%,
137,2022,2022-11-06,8,9,32.076,MIN,@,WAS,W 20-17,*,7,3,67,22.33,0,42.9%,9.57,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,94%,0,0%,0,0%,
138,2022,2022-11-13,9,10,32.083,MIN,@,BUF,W 33-30,*,7,5,49,9.80,0,71.4%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,94%,0,0%,0,0%,
139,2022,2022-11-20,10,11,32.090,MIN,,DAL,L 3-40,*,3,2,25,12.50,0,66.7%,8.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,44,77%,0,0%,0,0%,
140,2022,2022-11-24,11,12,32.094,MIN,,NWE,W 33-26,*,10,9,61,6.78,1,90.0%,6.10,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,64,93%,0,0%,0,0%,
141,2022,2022-12-04,12,13,32.104,MIN,,NYJ,W 27-22,*,6,2,27,13.50,0,33.3%,4.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,87%,0,0%,0,0%,
142,2022,2022-12-11,13,14,32.111,MIN,@,DET,L 23-34,*,8,7,65,9.29,1,87.5%,8.13,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,61,94%,0,0%,1,3%,
143,2022,2022-12-17,14,15,32.117,MIN,,IND,W 39-36,*,4,3,41,13.67,1,75.0%,10.25,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,81,90%,0,0%,0,0%,
144,2022,2022-12-24,15,16,32.124,MIN,,NYG,W 27-24,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,92%,0,0%,0,0%,
145,2022,2023-01-01,16,17,32.132,MIN,@,GNB,L 17-41,*,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,49,84%,0,0%,0,0%,
146,2022,2023-01-08,17,18,32.139,MIN,@,CHI,W 29-13,*,3,2,8,4.00,1,66.7%,2.67,1,4,4.00,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,37,52%,0,0%,0,0%,
147,2023,2023-09-10,1,1,33.019,CAR,@,ATL,L 10-24,*,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,88%,0,0%,0,0%,
148,2023,2023-09-18,2,2,33.027,CAR,,NOR,L 17-20,*,9,7,54,7.71,1,77.8%,6.00,0,0,,0,0,0,,0,0,0,,0,1,1,8,0.0,0,0,0,0,0,0,0,0,0,0,0,52,87%,0,0%,0,0%,
149,2023,2023-09-24,3,3,33.033,CAR,@,SEA,L 27-37,*,14,11,145,13.18,1,78.6%,10.36,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,73,92%,0,0%,0,0%,
150,2023,2023-10-01,4,4,33.040,CAR,,MIN,L 13-21,*,8,7,76,10.86,0,87.5%,9.50,1,6,6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,90%,0,0%,0,0%,
151,2023,2023-10-08,5,5,33.047,CAR,@,DET,L 24-42,*,13,11,107,9.73,1,84.6%,8.23,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,69,97%,0,0%,0,0%,
152,2023,2023-10-15,6,6,33.054,CAR,@,MIA,L 21-42,*,13,11,115,10.45,1,84.6%,8.85,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,56,81%,0,0%,0,0%,
153,2023,2023-10-29,7,8,33.068,CAR,,HOU,W 15-13,*,11,8,72,9.00,0,72.7%,6.55,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,97%,0,0%,0,0%,
154,2023,2023-11-05,8,9,33.075,CAR,,IND,L 13-27,*,6,5,29,5.80,0,83.3%,4.83,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,
155,2023,2023-11-09,9,10,33.079,CAR,@,CHI,L 13-16,*,10,6,42,7.00,0,60.0%,4.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,
156,2023,2023-11-19,10,11,33.089,CAR,,DAL,L 10-33,*,11,8,74,9.25,0,72.7%,6.73,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,53,90%,0,0%,0,0%,
157,2023,2023-11-26,11,12,33.096,CAR,@,TEN,L 10-17,*,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,89%,0,0%,0,0%,
158,2023,2023-12-03,12,13,33.103,CAR,@,TAM,L 18-21,*,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,89%,0,0%,0,0%,
159,2023,2023-12-10,13,14,33.110,CAR,@,NOR,L 6-28,*,7,5,74,14.80,0,71.4%,10.57,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,65,81%,0,0%,0,0%,
160,2023,2023-12-17,14,15,33.117,CAR,,ATL,W 9-7,*,7,4,43,10.75,0,57.1%,6.14,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,63,95%,0,0%,0,0%,
161,2023,2023-12-24,15,16,33.124,CAR,,GNB,L 30-33,*,8,6,94,15.67,0,75.0%,11.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,88%,0,0%,0,0%,
162,2023,2023-12-31,16,17,33.131,CAR,@,JAX,L 0-26,*,6,6,38,6.33,0,100.0%,6.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,50,93%,0,0%,0,0%,
163,2023,2024-01-07,17,18,33.138,CAR,,TAM,L 0-9,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,92%,0,0%,0,0%,
164,2024,2024-09-08,1,1,34.017,CAR,@,NOR,L 10-47,*,4,3,49,16.33,0,75.0%,12.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,41,69%,0,0%,0,0%,
165,2024,2024-09-15,2,2,34.024,CAR,,LAC,L 3-26,*,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,45,94%,0,0%,0,0%,
166,2024,2024-09-22,3,3,34.031,CAR,@,LVR,W 36-22,*,5,3,40,13.33,1,60.0%,8.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,23,31%,0,0%,0,0%,
167,2024,2024-09-29,4,4,,CAR,,CIN,L 24-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
168,2024,2024-10-06,5,5,,CAR,@,CHI,L 10-36,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
169,2024,2024-10-13,6,6,,CAR,,ATL,L 20-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
170,2024,2024-10-20,7,7,,CAR,@,WAS,L 7-40,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
171,2024,2024-10-27,8,8,,CAR,@,DEN,L 14-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
172,2024,2024-11-03,9,9,,CAR,,NOR,W 23-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
173,2024,2024-11-10,10,10,,CAR,,NYG,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
174,2024,2024-11-24,11,12,34.094,CAR,,KAN,L 27-30,*,4,3,57,19.00,0,75.0%,14.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,61%,0,0%,0,0%,
