Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2022,2022-09-11,1,1,21.315,CAR,,CLE,L 24-26,*,,,,,,,,,,,,,53,100%,0,0%,4,13%,
2,2022,2022-09-18,2,2,21.322,CAR,@,NYG,L 16-19,*,,,,,,,,,,,,,58,100%,0,0%,4,13%,
3,2022,2022-09-25,3,3,21.329,CAR,,NOR,W 22-14,*,,,,,,,,,,,,,61,100%,0,0%,4,14%,
4,2022,2022-10-02,4,4,21.336,CAR,,ARI,L 16-26,*,,,,,,,,,,,,,52,100%,0,0%,2,9%,
5,2022,2022-10-09,5,5,21.343,CAR,,SFO,L 15-37,*,,,,,,,,,,,,,69,100%,0,0%,4,14%,
6,2022,2022-10-16,6,6,21.350,CAR,@,LAR,L 10-24,*,,,,,,,,,,,,,44,100%,0,0%,2,8%,
7,2022,2022-10-23,7,7,21.357,CAR,,TAM,W 21-3,*,,,,,,,,,,,,,50,100%,0,0%,3,13%,
8,2022,2022-10-30,8,8,21.364,CAR,@,ATL,L 34-37,*,,,,,,,,,,,,,80,100%,0,0%,6,17%,
9,2022,2022-11-06,9,9,22.006,CAR,@,CIN,L 21-42,*,,,,,,,,,,,,,49,100%,0,0%,3,10%,
10,2022,2022-11-10,10,10,22.010,CAR,,ATL,W 25-15,*,,,,,,,,,,,,,66,100%,0,0%,6,21%,
11,2022,2022-11-20,11,11,22.020,CAR,@,BAL,L 3-13,*,,,,,,,,,,,,,57,100%,0,0%,1,4%,
12,2022,2022-11-27,12,12,22.027,CAR,,DEN,W 23-10,*,,,,,,,,,,,,,66,100%,0,0%,5,17%,
13,2022,2022-12-11,13,14,22.041,CAR,@,SEA,W 30-24,*,,,,,,,,,,,,,72,100%,0,0%,6,21%,
14,2022,2022-12-18,14,15,22.048,CAR,,PIT,L 16-24,*,,,,,,,,,,,,,46,100%,0,0%,4,16%,
15,2022,2022-12-24,15,16,22.054,CAR,,DET,W 37-23,*,,,,,,,,,,,,,68,100%,0,0%,7,24%,
16,2022,2023-01-01,16,17,22.062,CAR,@,TAM,L 24-30,*,0.0,0,1,1,0,0,0,0,0,1,-1,0,66,100%,0,0%,4,13%,
17,2022,2023-01-08,17,18,22.069,CAR,@,NOR,W 10-7,*,,,,,,,,,,,,,59,100%,0,0%,2,10%,
18,2023,2023-09-10,1,1,22.314,CAR,@,ATL,L 10-24,*,,,,,,,,,,,,,77,100%,0,0%,2,8%,
19,2023,2023-09-18,2,2,22.322,CAR,,NOR,L 17-20,*,,,,,,,,,,,,,60,100%,0,0%,3,11%,
20,2023,2023-09-24,3,3,22.328,CAR,@,SEA,L 27-37,*,,,,,,,,,,,,,79,100%,0,0%,6,17%,
21,2023,2023-10-01,4,4,22.335,CAR,,MIN,L 13-21,*,,,,,,,,,,,,,72,100%,0,0%,3,14%,
22,2023,2023-10-08,5,5,22.342,CAR,@,DET,L 24-42,*,,,,,,,,,,,,,71,100%,0,0%,4,15%,
23,2023,2023-10-15,6,6,22.349,CAR,@,MIA,L 21-42,*,,,,,,,,,,,,,69,100%,0,0%,4,13%,
24,2023,2023-10-29,7,8,22.363,CAR,,HOU,W 15-13,*,,,,,,,,,,,,,67,100%,0,0%,6,25%,
25,2023,2023-11-05,8,9,23.005,CAR,,IND,L 13-27,*,,,,,,,,,,,,,71,100%,0,0%,3,11%,
26,2023,2023-11-09,9,10,23.009,CAR,@,CHI,L 13-16,*,,,,,,,,,,,,,60,100%,0,0%,4,14%,
27,2023,2023-11-19,10,11,23.019,CAR,,DAL,L 10-33,*,,,,,,,,,,,,,59,100%,0,0%,2,7%,
28,2023,2023-11-26,11,12,23.026,CAR,@,TEN,L 10-17,*,0.0,0,0,0,0,0,0,0,0,0,0,0,74,100%,0,0%,2,8%,
29,2023,2023-12-03,12,13,23.033,CAR,@,TAM,L 18-21,*,,,,,,,,,,,,,72,100%,0,0%,2,7%,
30,2023,2023-12-10,13,14,23.040,CAR,@,NOR,L 6-28,*,,,,,,,,,,,,,80,100%,0,0%,3,13%,
31,2023,2023-12-17,14,15,23.047,CAR,,ATL,W 9-7,*,,,,,,,,,,,,,66,100%,0,0%,3,16%,
32,2023,2023-12-24,15,16,23.054,CAR,,GNB,L 30-33,*,,,,,,,,,,,,,66,100%,0,0%,4,13%,
33,2023,2023-12-31,16,17,23.061,CAR,@,JAX,L 0-26,*,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,
34,2023,2024-01-07,17,18,23.068,CAR,,TAM,L 0-9,*,,,,,,,,,,,,,52,100%,0,0%,1,5%,
35,2024,2024-09-08,1,1,23.313,CAR,@,NOR,L 10-47,*,,,,,,,,,,,,,59,100%,0,0%,2,7%,
36,2024,2024-09-15,2,2,23.320,CAR,,LAC,L 3-26,*,,,,,,,,,,,,,48,100%,0,0%,1,4%,
37,2024,2024-09-22,3,3,23.327,CAR,@,LVR,W 36-22,*,,,,,,,,,,,,,74,100%,0,0%,6,20%,
38,2024,2024-09-29,4,4,23.334,CAR,,CIN,L 24-34,*,,,,,,,,,,,,,70,100%,0,0%,4,14%,
39,2024,2024-10-06,5,5,23.341,CAR,@,CHI,L 10-36,*,,,,,,,,,,,,,60,100%,0,0%,3,12%,
40,2024,2024-10-13,6,6,23.348,CAR,,ATL,L 20-38,*,,,,,,,,,,,,,66,100%,0,0%,4,15%,
41,2024,2024-10-20,7,7,23.355,CAR,@,WAS,L 7-40,*,,,,,,,,,,,,,43,100%,0,0%,1,4%,
42,2024,2024-10-27,8,8,23.362,CAR,@,DEN,L 14-28,*,,,,,,,,,,,,,50,82%,0,0%,1,4%,
43,2024,2024-11-03,9,9,,CAR,,NOR,W 23-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,2024,2024-11-10,10,10,,CAR,,NYG,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
45,2024,2024-11-24,11,12,24.024,CAR,,KAN,L 27-30,*,0.0,0,0,0,0,0,0,0,0,1,0,0,62,100%,0,0%,5,19%,
