Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,,TAM,@,NOR,L 23-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2020,2020-09-20,2,2,,TAM,,CAR,W 31-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2020,2020-09-27,3,3,,TAM,@,DEN,W 28-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2020,2020-10-04,4,4,,TAM,,LAC,W 38-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2020,2020-10-08,5,5,22.299,TAM,@,CHI,L 19-20,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,13,46%,
6,2020,2020-10-18,6,6,22.309,TAM,,GNB,W 38-10,,,,,,,,0,,,0,0,0,0,0%,0,0%,24,80%,
7,2020,2020-10-25,7,7,22.316,TAM,@,LVR,W 45-20,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,6,9%,22,71%,
8,2020,2020-11-02,8,8,22.324,TAM,@,NYG,W 25-23,,,,,,,,0,,,0,0,0,0,0%,1,1%,20,74%,
9,2020,2020-11-08,9,9,22.330,TAM,,NOR,L 3-38,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,6,8%,20,95%,
10,2020,2020-11-15,10,10,22.337,TAM,@,CAR,W 46-23,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,0,0%,20,63%,
11,2020,2020-11-23,11,11,22.345,TAM,,LAR,L 24-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,20,67%,
12,2020,2020-11-29,12,12,22.351,TAM,,KAN,L 24-27,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,19,66%,
13,2020,2020-12-13,13,14,22.365,TAM,,MIN,W 26-14,,,,,,,,0,,,0,0,0,0,0%,0,0%,12,55%,
14,2020,2020-12-20,14,15,23.006,TAM,@,ATL,W 31-27,,,,,,,,0,,,0,0,0,0,0%,0,0%,23,70%,
15,2020,2020-12-26,15,16,23.012,TAM,@,DET,W 47-7,,,,,,,,0,,,0,0,0,0,0%,0,0%,19,63%,
16,2020,2021-01-03,16,17,23.020,TAM,,ATL,W 44-27,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,9,13%,15,54%,
17,2021,2021-09-09,1,1,,TAM,,DAL,W 31-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2021,2021-09-19,2,2,,TAM,,ATL,W 48-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2021,2021-09-26,3,3,,TAM,@,LAR,L 24-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2021,2021-10-03,4,4,,TAM,@,NWE,W 19-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2021,2021-10-10,5,5,23.300,TAM,,MIA,W 45-17,,,,,,,,,,,,,,0,0%,0,0%,18,64%,
22,2021,2021-10-14,6,6,23.304,TAM,@,PHI,W 28-22,,,,,,,,,,,,,,0,0%,0,0%,14,58%,
