Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,22.151,CAR,,LVR,L 30-34,*,0.0,1,1,2,1,0,0,0,0,2,0,0%,43,68%,6,21%,
2,2020,2020-09-20,2,2,22.158,CAR,@,TAM,L 17-31,*,0.0,1,0,1,0,0,0,0,0,0,0,0%,44,72%,5,20%,
3,2020,2020-09-27,3,3,22.165,CAR,@,LAC,W 21-16,*,0.0,4,1,5,3,0,0,0,0,0,0,0%,42,54%,3,12%,
4,2020,2020-10-04,4,4,22.172,CAR,,ARI,W 31-21,*,0.0,2,0,2,1,0,0,0,0,0,0,0%,33,58%,4,16%,
5,2020,2020-10-11,5,5,22.179,CAR,@,ATL,W 23-16,*,,,,,,,,,,,0,0%,33,51%,1,4%,
6,2020,2020-10-18,6,6,22.186,CAR,,CHI,L 16-23,*,0.0,2,1,3,1,1,0,0,0,0,0,0%,47,71%,7,27%,
7,2020,2020-10-25,7,7,22.193,CAR,@,NOR,L 24-27,*,0.0,0,1,1,0,0,0,0,0,0,0,0%,54,77%,4,18%,
8,2020,2020-10-29,8,8,22.197,CAR,,ATL,L 17-25,*,0.0,1,3,4,0,0,0,0,0,0,0,0%,56,80%,6,25%,
9,2020,2020-11-08,9,9,22.207,CAR,@,KAN,L 31-33,*,0.0,3,1,4,0,1,0,0,0,0,0,0%,43,69%,3,10%,
10,2020,2020-11-15,10,10,22.214,CAR,,TAM,L 23-46,*,0.0,1,2,3,0,1,0,0,0,0,0,0%,53,66%,7,22%,
11,2020,2020-11-22,11,11,22.221,CAR,,DET,W 20-0,*,0.0,0,0,0,0,2,0,0,0,0,0,0%,44,79%,4,17%,
12,2020,2020-11-29,12,12,22.228,CAR,@,MIN,L 27-28,*,0.0,1,1,2,0,2,0,0,0,0,0,0%,53,73%,6,21%,
13,2020,2020-12-13,13,14,22.242,CAR,,DEN,L 27-32,,0.0,1,1,2,0,1,0,0,0,0,0,0%,49,80%,6,20%,
14,2020,2020-12-19,14,15,22.248,CAR,@,GNB,L 16-24,*,2.0,3,0,3,2,2,0,0,0,0,0,0%,57,92%,3,11%,
15,2020,2020-12-27,15,16,22.256,CAR,@,WAS,W 20-13,*,0.0,1,0,1,0,1,0,0,0,2,0,0%,45,63%,2,9%,
16,2020,2021-01-03,16,17,22.263,CAR,,NOR,L 7-33,*,0.0,0,1,1,0,1,0,0,0,0,0,0%,46,72%,6,26%,
17,2021,2021-09-12,1,1,23.150,CAR,,NYJ,W 19-14,*,1.0,2,2,4,1,1,0,0,0,1,0,0%,43,66%,0,0%,
18,2021,2021-09-19,2,2,23.157,CAR,,NOR,W 26-7,*,0.0,1,0,1,0,0,0,0,0,0,0,0%,31,70%,2,8%,
19,2021,2021-09-23,3,3,23.161,CAR,@,HOU,W 24-9,*,0.0,2,0,2,1,0,0,0,0,0,0,0%,36,65%,4,17%,
20,2021,2021-10-03,4,4,23.171,CAR,@,DAL,L 28-36,*,0.0,1,0,1,0,0,0,0,0,0,0,0%,45,74%,7,24%,
21,2021,2021-10-10,5,5,23.178,CAR,,PHI,L 18-21,*,0.0,1,2,3,0,0,0,0,0,1,0,0%,47,70%,4,13%,
22,2021,2021-10-17,6,6,23.185,CAR,,MIN,L 28-34,*,0.0,1,1,2,0,1,0,0,0,0,0,0%,47,53%,7,20%,
23,2021,2021-10-24,7,7,23.192,CAR,@,NYG,L 3-25,*,1.0,4,2,6,2,1,0,0,0,0,0,0%,45,63%,5,19%,
24,2021,2021-10-31,8,8,23.199,CAR,@,ATL,W 19-13,*,0.0,3,0,3,0,1,0,0,0,1,0,0%,35,66%,5,19%,
25,2021,2021-11-07,9,9,23.206,CAR,,NWE,L 6-24,*,0.0,1,2,3,0,0,0,0,0,1,0,0%,44,71%,6,27%,
26,2021,2021-11-14,10,10,23.213,CAR,@,ARI,W 34-10,*,0.0,1,1,2,0,1,0,0,0,0,0,0%,32,58%,3,12%,
27,2021,2021-11-21,11,11,23.220,CAR,,WAS,L 21-27,*,0.0,1,1,2,0,0,0,0,0,0,0,0%,52,78%,3,12%,
28,2021,2021-11-28,12,12,23.227,CAR,@,MIA,L 10-33,,0.0,1,1,2,0,0,0,0,0,0,0,0%,36,49%,5,18%,
29,2021,2021-12-12,13,14,23.241,CAR,,ATL,L 21-29,*,0.0,4,1,5,2,2,0,0,0,0,0,0%,48,70%,4,17%,
30,2021,2021-12-19,14,15,,CAR,@,BUF,L 14-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
31,2021,2021-12-26,15,16,23.255,CAR,,TAM,L 6-32,,0.0,0,1,1,0,0,0,0,0,0,0,0%,26,39%,3,11%,
32,2021,2022-01-02,16,17,23.262,CAR,@,NOR,L 10-18,*,1.0,3,0,3,2,1,0,0,0,0,0,0%,29,50%,6,22%,
33,2021,2022-01-09,17,18,23.269,CAR,@,TAM,L 17-41,*,0.0,1,0,1,0,1,0,0,0,0,0,0%,36,60%,5,18%,
34,2022,2022-09-11,1,1,24.149,CAR,,CLE,L 24-26,*,0.0,1,4,5,0,0,0,0,0,0,0,0%,48,60%,6,19%,
35,2022,2022-09-18,2,2,24.156,CAR,@,NYG,L 16-19,*,0.0,1,3,4,0,1,0,0,0,1,0,0%,51,70%,3,10%,
36,2022,2022-09-25,3,3,24.163,CAR,,NOR,W 22-14,*,0.0,2,0,2,0,0,1,0,0,2,0,0%,43,62%,3,10%,
37,2022,2022-10-02,4,4,24.170,CAR,,ARI,L 16-26,*,0.0,1,0,1,0,0,0,0,0,1,0,0%,57,75%,4,17%,
38,2022,2022-10-09,5,5,24.177,CAR,,SFO,L 15-37,*,0.0,3,2,5,1,0,0,0,0,2,0,0%,48,72%,7,25%,
39,2022,2022-10-16,6,6,24.184,CAR,@,LAR,L 10-24,*,0.5,3,4,7,0,2,0,0,0,0,0,0%,51,78%,3,12%,
40,2022,2022-10-23,7,7,24.191,CAR,,TAM,W 21-3,*,0.0,3,1,4,0,1,0,0,0,0,0,0%,53,79%,1,4%,
41,2022,2022-10-30,8,8,24.198,CAR,@,ATL,L 34-37,*,0.5,5,7,12,1,1,0,0,0,0,0,0%,60,90%,6,17%,
42,2022,2022-11-06,9,9,24.205,CAR,@,CIN,L 21-42,*,0.0,0,2,2,0,0,0,0,0,0,0,0%,22,30%,3,10%,
43,2022,2022-11-10,10,10,24.209,CAR,,ATL,W 25-15,*,0.0,2,4,6,2,0,0,0,0,0,0,0%,53,84%,3,10%,
44,2022,2022-11-20,11,11,24.219,CAR,@,BAL,L 3-13,*,0.0,1,0,1,1,0,0,0,0,0,0,0%,64,93%,6,26%,
45,2022,2022-11-27,12,12,24.226,CAR,,DEN,W 23-10,*,0.0,1,0,1,0,1,0,0,0,0,0,0%,51,85%,3,10%,
46,2022,2022-12-11,13,14,24.240,CAR,@,SEA,W 30-24,*,0.0,1,0,1,0,0,0,0,0,0,0,0%,50,93%,4,14%,
47,2022,2022-12-18,14,15,24.247,CAR,,PIT,L 16-24,*,0.0,2,3,5,0,1,0,0,0,0,0,0%,59,87%,5,20%,
48,2022,2022-12-24,15,16,24.253,CAR,,DET,W 37-23,*,0.0,0,1,1,0,1,0,0,0,1,0,0%,51,77%,2,7%,
49,2022,2023-01-01,16,17,24.261,CAR,@,TAM,L 24-30,*,0.0,2,1,3,0,2,0,0,0,0,0,0%,57,73%,5,16%,
50,2022,2023-01-08,17,18,24.268,CAR,@,NOR,W 10-7,*,0.0,2,5,7,0,2,0,0,0,0,0,0%,52,87%,3,15%,
51,2023,2023-09-10,1,1,25.148,CAR,@,ATL,L 10-24,*,1.0,8,0,8,2,1,0,0,0,0,0,0%,50,96%,5,19%,
52,2023,2023-09-18,2,2,25.156,CAR,,NOR,L 17-20,*,0.0,4,3,7,0,0,0,0,0,0,0,0%,72,94%,5,19%,
53,2023,2023-09-24,3,3,25.162,CAR,@,SEA,L 27-37,*,0.0,3,2,5,0,2,0,0,0,0,0,0%,62,83%,7,20%,
54,2023,2023-10-01,4,4,25.169,CAR,,MIN,L 13-21,*,0.0,0,3,3,0,0,0,0,0,0,0,0%,38,79%,4,18%,
55,2023,2023-10-08,5,5,25.176,CAR,@,DET,L 24-42,*,0.0,2,4,6,0,2,0,0,0,0,0,0%,52,87%,7,26%,
