Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,,ATL,,PHI,L 6-32,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2021,2021-09-19,2,2,,ATL,@,TAM,L 25-48,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2021,2021-09-26,3,3,,ATL,@,NYG,W 17-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2021,2021-10-03,4,4,,ATL,,WAS,L 30-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2021,2021-10-10,5,5,,ATL,,NYJ,W 27-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,2021,2021-10-24,6,7,,ATL,@,MIA,W 30-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2021,2021-11-07,8,9,,ATL,@,NOR,W 27-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2021,2021-11-14,9,10,,ATL,@,DAL,L 3-43,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,2021,2021-11-18,10,11,,ATL,,NWE,L 0-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2021,2021-11-28,11,12,,ATL,@,JAX,W 21-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,2021,2021-12-05,12,13,,ATL,,TAM,L 17-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,2021,2021-12-12,13,14,,ATL,@,CAR,W 29-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,2021,2021-12-19,14,15,,ATL,@,SFO,L 13-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,2021,2021-12-26,15,16,,ATL,,DET,W 20-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,2021,2022-01-02,16,17,,ATL,@,BUF,L 15-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,2021,2022-01-09,17,18,,ATL,,NOR,L 20-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,2022,2022-09-11,1,1,,ATL,,NOR,L 26-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,2022,2022-09-18,2,2,,ATL,@,LAR,L 27-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,2022,2022-09-25,3,3,,ATL,@,SEA,W 27-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,2022,2022-10-02,4,4,,ATL,,CLE,W 23-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
21,2022,2022-10-09,5,5,,ATL,@,TAM,L 15-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
22,2022,2022-10-16,6,6,,ATL,,SFO,W 28-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
23,2022,2022-10-23,7,7,,ATL,@,CIN,L 17-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,2022,2022-10-30,8,8,,ATL,,CAR,W 37-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,2022,2022-11-06,9,9,25.098,ATL,,LAC,L 17-20,,,,,,,,0,0%,0,0%,4,17%,
26,2022,2022-11-10,10,10,25.102,ATL,@,CAR,L 15-25,,,,,,,,0,0%,0,0%,3,10%,
27,2022,2022-11-20,11,11,25.112,ATL,,CHI,W 27-24,,,,,,,,0,0%,0,0%,5,19%,
28,2022,2022-11-27,12,12,25.119,ATL,@,WAS,L 13-19,,,,,,,,0,0%,0,0%,4,17%,
29,2022,2022-12-04,13,13,25.126,ATL,,PIT,L 16-19,,,,,,,,0,0%,0,0%,4,16%,
30,2022,2022-12-18,14,15,25.140,ATL,@,NOR,L 18-21,,,,,,,,0,0%,0,0%,2,9%,
31,2022,2022-12-24,15,16,25.146,ATL,@,BAL,L 9-17,,,,,,,,0,0%,0,0%,3,14%,
32,2022,2023-01-01,16,17,25.154,ATL,,ARI,W 20-19,,,,,,,,0,0%,0,0%,4,16%,
33,2022,2023-01-08,17,18,25.161,ATL,,TAM,W 30-17,,,,,,,,5,7%,0,0%,6,21%,
34,2023,2023-09-10,1,1,26.041,ATL,,CAR,W 24-10,,,,,,,,0,0%,0,0%,4,15%,
35,2023,2023-09-17,2,2,26.048,ATL,,GNB,W 25-24,,,,,,,,0,0%,0,0%,6,22%,
36,2023,2023-09-24,3,3,26.055,ATL,@,DET,L 6-20,,,,,,,,0,0%,0,0%,3,11%,
37,2023,2023-10-01,4,4,26.062,ATL,@,JAX,L 7-23,,,,,,,,0,0%,0,0%,1,5%,
38,2023,2023-10-08,5,5,26.069,ATL,,HOU,W 21-19,,,,,,,,0,0%,0,0%,3,10%,
39,2023,2023-10-15,6,6,26.076,ATL,,WAS,L 16-24,*,,,,,,,4,5%,0,0%,2,8%,
40,2023,2023-10-22,7,7,26.083,ATL,@,TAM,W 16-13,,,,,,,,0,0%,0,0%,4,19%,
41,2023,2023-10-29,8,8,26.090,ATL,@,TEN,L 23-28,,,,,,,,0,0%,0,0%,5,14%,
42,2023,2023-11-05,9,9,26.097,ATL,,MIN,L 28-31,,,,,,,,0,0%,0,0%,6,18%,
43,2023,2023-11-12,10,10,26.104,ATL,@,ARI,L 23-25,,,,,,,,0,0%,0,0%,3,12%,
44,2023,2023-11-26,11,12,26.118,ATL,,NOR,W 24-15,,,,,,,,0,0%,0,0%,4,17%,
45,2023,2023-12-03,12,13,26.125,ATL,@,NYJ,W 13-8,,,,,,,,0,0%,0,0%,3,11%,
46,2023,2023-12-10,13,14,26.132,ATL,,TAM,L 25-29,*,,,,,,,72,100%,0,0%,5,16%,
47,2023,2023-12-17,14,15,26.139,ATL,@,CAR,L 7-9,*,1,0,0,0,0,0,52,100%,0,0%,1,5%,
48,2023,2023-12-24,15,16,26.146,ATL,,IND,W 29-10,,,,,,,,1,2%,0,0%,8,29%,
49,2023,2023-12-31,16,17,26.153,ATL,@,CHI,L 17-37,,,,,,,,13,22%,0,0%,5,16%,
50,2023,2024-01-07,17,18,26.160,ATL,@,NOR,L 17-48,*,,,,,,,61,100%,0,0%,3,9%,
51,2024,2024-09-08,1,1,27.039,ATL,,PIT,L 10-18,,,,,,,,0,0%,0,0%,2,8%,
52,2024,2024-09-16,2,2,27.047,ATL,@,PHI,W 22-21,,,,,,,,0,0%,0,0%,4,18%,
53,2024,2024-09-22,3,3,27.053,ATL,,KAN,L 17-22,,,,,,,,42,69%,0,0%,3,13%,
54,2024,2024-09-29,4,4,27.060,ATL,,NOR,W 26-24,*,,,,,,,56,100%,0,0%,6,21%,
55,2024,2024-10-03,5,5,27.064,ATL,,TAM,W 36-30,*,,,,,,,87,100%,0,0%,9,28%,
56,2024,2024-10-13,6,6,27.074,ATL,@,CAR,W 38-20,*,,,,,,,70,100%,0,0%,6,22%,
57,2024,2024-10-20,7,7,27.081,ATL,,SEA,L 14-34,*,,,,,,,61,84%,0,0%,2,8%,
58,2024,2024-10-27,8,8,27.088,ATL,@,TAM,W 31-26,*,,,,,,,62,100%,0,0%,0,0%,
59,2024,2024-11-03,9,9,27.095,ATL,,DAL,W 27-21,*,,,,,,,57,100%,0,0%,4,15%,
60,2024,2024-11-10,10,10,27.102,ATL,@,NOR,L 17-20,*,,,,,,,78,100%,0,0%,6,22%,
61,2024,2024-11-17,11,11,27.109,ATL,@,DEN,L 6-38,*,,,,,,,59,100%,0,0%,2,8%,
