Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds,Y/A,TD,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
28,2019,2019-12-15,14,15,24.346,CLE,@,ARI,L 24-38,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,43%,0,0%,7,26%,
29,2019,2019-12-22,15,16,24.353,CLE,,BAL,L 15-31,*,2,1,6,6.00,0,50.0%,3.00,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,14,23%,0,0%,16,67%,
30,2019,2019-12-29,16,17,24.360,CLE,@,CIN,L 23-33,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,31%,0,0%,18,62%,
31,2020,2020-09-13,1,1,25.254,CLE,@,BAL,L 6-38,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,40,55%,0,0%,15,60%,
32,2020,2020-09-17,2,2,25.258,CLE,,CIN,W 35-30,,2,2,39,19.50,0,100.0%,19.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,57%,0,0%,3,11%,
33,2020,2020-09-27,3,3,25.268,CLE,,WAS,W 34-20,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,35,56%,0,0%,10,36%,
34,2020,2020-10-04,4,4,,CLE,@,DAL,W 49-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,2020,2020-10-11,5,5,,CLE,,IND,W 32-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
36,2020,2020-10-18,6,6,,CLE,@,PIT,L 7-38,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
37,2020,2020-10-25,7,7,,CLE,@,CIN,W 37-34,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
38,2020,2020-11-01,8,8,25.303,CLE,,LVR,L 6-16,,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,34,69%,0,0%,7,39%,
39,2020,2020-11-15,9,10,25.317,CLE,,HOU,W 10-7,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,38,58%,0,0%,8,47%,
40,2020,2020-11-22,10,11,25.324,CLE,,PHI,W 22-17,,5,3,73,24.33,0,60.0%,14.60,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,48,72%,0,0%,9,31%,
41,2020,2020-11-29,11,12,25.331,CLE,@,JAX,W 27-25,,3,3,31,10.33,0,100.0%,10.33,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,29,43%,0,0%,8,31%,
42,2020,2020-12-06,12,13,,CLE,@,TEN,W 41-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,2020,2020-12-14,13,14,,CLE,,BAL,L 42-47,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,2020,2020-12-20,14,15,25.352,CLE,@,NYG,W 20-6,,,,,,,0.0%,,,,,,,0,0,,,,,,,0,,,0,0,0,8,13%,0,0%,9,47%,
45,2020,2020-12-27,15,16,,CLE,@,NYJ,L 16-23,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
46,2020,2021-01-03,16,17,26.000,CLE,,PIT,W 24-22,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,42%,0,0%,16,64%,
47,2021,2021-09-12,1,1,,DET,,SFO,L 33-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
48,2021,2021-09-20,2,2,26.260,DET,@,GNB,L 17-35,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,14,61%,
49,2021,2021-09-26,3,3,26.266,DET,,BAL,L 17-19,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,8%,0,0%,18,65%,
50,2021,2021-10-03,4,4,26.273,DET,@,CHI,L 14-24,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,11%,0,0%,14,67%,
51,2021,2021-10-10,5,5,26.280,DET,@,MIN,L 17-19,,5,1,17,17.00,0,20.0%,3.40,0,0,,0,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,44,65%,0,0%,9,35%,
52,2021,2021-10-17,6,6,26.287,DET,,CIN,L 11-34,*,4,2,9,4.50,0,50.0%,2.25,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,83%,0,0%,0,0%,
53,2021,2021-10-24,7,7,26.294,DET,@,LAR,L 19-28,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,33,48%,0,0%,6,24%,
54,2021,2021-10-31,8,8,26.301,DET,,PHI,L 6-44,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,26%,0,0%,12,48%,
55,2021,2021-11-14,9,10,26.315,DET,@,PIT,T 16-16,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,4,6%,0,0%,17,50%,
56,2021,2021-11-21,10,11,26.322,DET,@,CLE,L 10-13,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,2,4%,0,0%,9,41%,
57,2021,2021-11-25,11,12,26.326,DET,,CHI,L 14-16,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,6%,0,0%,9,38%,
58,2021,2021-12-05,12,13,26.336,DET,,MIN,W 29-27,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,7,10%,0,0%,10,37%,
59,2021,2021-12-12,13,14,26.343,DET,@,DEN,L 10-38,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,13%,0,0%,14,64%,
60,2021,2021-12-19,14,15,26.350,DET,,ARI,W 30-12,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,0,0%,0,0%,10,40%,
61,2021,2021-12-26,15,16,26.357,DET,@,ATL,L 16-20,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,12%,0,0%,8,35%,
62,2021,2022-01-02,16,17,26.364,DET,@,SEA,L 29-51,,10,5,76,15.20,0,50.0%,7.60,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,48,76%,0,0%,11,34%,
63,2021,2022-01-09,17,18,27.006,DET,,GNB,W 37-30,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,8,14%,0,0%,9,32%,
64,2022,2022-09-11,1,1,27.251,ATL,,NOR,L 26-27,*,3,3,38,12.67,0,100.0%,12.67,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,27%,0,0%,20,63%,
65,2022,2022-09-18,2,2,27.258,ATL,@,LAR,L 27-31,,3,2,57,28.50,0,66.7%,19.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,12,20%,1,2%,13,57%,
66,2022,2022-09-25,3,3,27.265,ATL,@,SEA,W 27-23,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,11,19%,0,0%,12,48%,
67,2022,2022-10-02,4,4,27.272,ATL,,CLE,W 23-20,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,18,33%,0,0%,11,42%,
68,2022,2022-10-09,5,5,27.279,ATL,@,TAM,L 15-21,,5,3,33,11.00,0,60.0%,6.60,0,0,,0,1,0,2,0.0,1,0,1,0,0,0,0,0,0,0,0,20,30%,0,0%,8,36%,
69,2022,2022-10-16,6,6,27.286,ATL,,SFO,W 28-14,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,7,12%,0,0%,13,59%,
70,2022,2022-10-23,7,7,27.293,ATL,@,CIN,L 17-35,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,2,4%,0,0%,15,60%,
71,2022,2022-10-30,8,8,27.300,ATL,,CAR,W 37-34,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,3,4%,0,0%,19,54%,
72,2022,2022-11-06,9,9,27.307,ATL,,LAC,L 17-20,,2,1,19,19.00,0,50.0%,9.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16,26%,0,0%,16,67%,
73,2022,2022-11-10,10,10,27.311,ATL,@,CAR,L 15-25,,2,2,37,18.50,1,100.0%,18.50,0,0,,0,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,8,13%,0,0%,20,69%,
74,2022,2022-11-20,11,11,27.321,ATL,,CHI,W 27-24,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,11%,0,0%,16,59%,
75,2022,2022-11-27,12,12,27.328,ATL,@,WAS,L 13-19,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,8,14%,0,0%,15,63%,
76,2022,2022-12-04,13,13,27.335,ATL,,PIT,L 16-19,,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,6,11%,0,0%,16,64%,
77,2022,2022-12-18,14,15,27.349,ATL,@,NOR,L 18-21,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,13,18%,0,0%,17,77%,
78,2022,2022-12-24,15,16,27.355,ATL,@,BAL,L 9-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,14,20%,0,0%,14,67%,
79,2022,2023-01-01,16,17,27.363,ATL,,ARI,W 20-19,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,15,24%,0,0%,15,60%,
80,2022,2023-01-08,17,18,28.005,ATL,,TAM,W 30-17,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,20,29%,0,0%,19,68%,
81,2023,2023-09-10,1,1,28.250,ATL,,CAR,W 24-10,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,7,13%,0,0%,13,50%,
82,2023,2023-09-17,2,2,28.257,ATL,,GNB,W 25-24,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,11,13%,0,0%,17,63%,
83,2023,2023-09-24,3,3,28.264,ATL,@,DET,L 6-20,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13,19%,0,0%,20,75%,
84,2023,2023-10-01,4,4,28.271,ATL,@,JAX,L 7-23,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,14,24%,0,0%,14,64%,
85,2023,2023-10-08,5,5,28.278,ATL,,HOU,W 21-19,,1,1,11,11.00,0,100.0%,11.00,1,0,0.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,37,48%,0,0%,17,59%,
86,2023,2023-10-15,6,6,28.285,ATL,,WAS,L 16-24,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,35%,0,0%,18,75%,
87,2023,2023-10-22,7,7,28.292,ATL,@,TAM,W 16-13,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,12,18%,0,0%,10,48%,
88,2023,2023-10-29,8,8,28.299,ATL,@,TEN,L 23-28,,3,3,75,25.00,0,100.0%,25.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,29,43%,0,0%,20,57%,
89,2023,2023-11-05,9,9,28.306,ATL,,MIN,L 28-31,,6,3,60,20.00,0,50.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,67%,0,0%,19,58%,
90,2023,2023-11-12,10,10,28.313,ATL,@,ARI,L 23-25,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,28,39%,0,0%,17,65%,
91,2023,2023-11-26,11,12,28.327,ATL,,NOR,W 24-15,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,27,44%,0,0%,9,38%,
92,2023,2023-12-03,12,13,28.334,ATL,@,NYJ,W 13-8,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,21,31%,0,0%,22,79%,
93,2023,2023-12-10,13,14,28.341,ATL,,TAM,L 25-29,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,23,32%,0,0%,20,63%,
94,2023,2023-12-17,14,15,28.348,ATL,@,CAR,L 7-9,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,19,37%,0,0%,13,68%,
95,2023,2023-12-24,15,16,28.355,ATL,,IND,W 29-10,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20,31%,0,0%,18,64%,
96,2023,2023-12-31,16,17,28.362,ATL,@,CHI,L 17-37,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,29%,0,0%,19,59%,
97,2023,2024-01-07,17,18,29.004,ATL,@,NOR,L 17-48,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,17,28%,0,0%,21,66%,
98,2024,2024-09-08,1,1,29.249,ATL,,PIT,L 10-18,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,2,4%,0,0%,17,68%,
99,2024,2024-09-16,2,2,29.257,ATL,@,PHI,W 22-21,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,0,0%,15,68%,
100,2024,2024-09-22,3,3,29.263,ATL,,KAN,L 17-22,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,3%,0,0%,15,63%,
101,2024,2024-09-29,4,4,29.270,ATL,,NOR,W 26-24,,0,0,0,,0,0.0%,,0,0,,0,,1,6,0.0,1,0,1,0,0,0,0,0,1,0,1,3,5%,0,0%,18,64%,
102,2024,2024-10-03,5,5,29.274,ATL,,TAM,W 36-30,,2,2,67,33.50,1,100.0%,33.50,0,0,,0,,1,6,0.0,0,1,1,0,0,0,0,0,0,0,0,16,18%,0,0%,15,47%,
103,2024,2024-10-13,6,6,29.284,ATL,@,CAR,W 38-20,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,8,11%,0,0%,17,63%,
104,2024,2024-10-20,7,7,29.291,ATL,,SEA,L 14-34,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,18,25%,0,0%,17,65%,
105,2024,2024-10-27,8,8,29.298,ATL,@,TAM,W 31-26,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,1,1,2,1,0,0,0,0,0,0,0,1,2%,0,0%,17,63%,
106,2024,2024-11-03,9,9,29.305,ATL,,DAL,W 27-21,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,46,81%,0,0%,8,31%,
107,2024,2024-11-10,10,10,29.312,ATL,@,NOR,L 17-20,,,,,,,0.0%,,,,,,,0,0,,,,,,,,,,,,,1,1%,0,0%,16,59%,
108,2024,2024-11-17,11,11,29.319,ATL,@,DEN,L 6-38,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,26,44%,0,0%,14,54%,
