Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,22.333,SFO,,ARI,L 20-24,,,,,,,0.0%,,,,,,,,1,2%,0,0%,7,25%,
2,2020,2020-09-20,2,2,22.340,SFO,@,NYJ,W 31-13,,,,,,,0.0%,,,,,,,,8,13%,0,0%,12,45%,
3,2020,2020-09-27,3,3,22.347,SFO,@,NYG,W 36-9,,,,,,,0.0%,,,,,,,,12,15%,0,0%,11,48%,
4,2020,2020-10-04,4,4,22.354,SFO,,PHI,L 20-25,,,,,,,0.0%,,,,,,,,2,3%,0,0%,16,67%,
5,2020,2020-10-11,5,5,22.361,SFO,,MIA,L 17-43,,,,,,,0.0%,,,,,,,,2,3%,0,0%,18,56%,
6,2020,2020-10-18,6,6,23.002,SFO,,LAR,W 24-16,,,,,,,0.0%,,,,,,,,2,3%,0,0%,18,67%,
7,2020,2020-10-25,7,7,23.009,SFO,@,NWE,W 33-6,,,,,,,0.0%,,,,,,,,7,11%,0,0%,12,57%,
8,2020,2020-11-01,8,8,23.016,SFO,@,SEA,L 27-37,,,,,,,0.0%,,,,,,,,6,9%,0,0%,20,69%,
9,2020,2020-11-05,9,9,23.020,SFO,,GNB,L 17-34,,,,,,,0.0%,,,,,,,,8,14%,0,0%,13,48%,
10,2020,2020-11-15,10,10,23.030,SFO,@,NOR,L 13-27,,,,,,,0.0%,,,,,,,,8,11%,0,0%,13,46%,
11,2020,2020-11-29,11,12,23.044,SFO,@,LAR,W 23-20,,0,0,0,,0,0.0%,,0.0,1,1,2,0,0,13,18%,0,0%,28,80%,
12,2020,2020-12-07,12,13,23.052,SFO,,BUF,L 24-34,,2,2,33,16.50,0,100.0%,16.50,0.0,0,0,0,0,0,15,25%,0,0%,18,75%,
13,2020,2020-12-13,13,14,23.058,SFO,,WAS,L 15-23,,1,0,0,,0,0.0%,0.00,0.0,0,0,0,0,0,24,30%,0,0%,26,79%,
14,2020,2020-12-20,14,15,,SFO,@,DAL,L 33-41,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
15,2020,2020-12-26,15,16,,SFO,@,ARI,W 20-12,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
16,2020,2021-01-03,16,17,23.079,SFO,,SEA,L 23-26,,1,1,3,3.00,0,100.0%,3.00,0.0,0,0,0,0,0,11,17%,0,0%,16,50%,
17,2021,2021-09-12,1,1,23.331,SFO,@,DET,W 41-33,,,,,,,0.0%,,,,,,,,9,16%,0,0%,23,74%,
18,2021,2021-09-19,2,2,23.338,SFO,@,PHI,W 17-11,,,,,,,0.0%,,,,,,,,9,13%,0,0%,15,71%,
19,2021,2021-09-26,3,3,23.345,SFO,,GNB,L 28-30,,,,,,,0.0%,,,,,,,,8,11%,0,0%,17,63%,
20,2021,2021-10-03,4,4,23.352,SFO,,SEA,L 21-28,,,,,,,0.0%,,,,,,,,6,8%,0,0%,22,71%,
21,2021,2021-10-10,5,5,23.359,SFO,@,ARI,L 10-17,,1,1,4,4.00,0,100.0%,4.00,0.0,0,0,0,0,0,21,32%,0,0%,5,26%,
22,2021,2021-10-24,6,7,24.008,SFO,,IND,L 18-30,*,2,2,30,15.00,0,100.0%,15.00,0.0,0,1,1,0,0,30,54%,0,0%,18,65%,
23,2021,2021-10-31,7,8,24.015,SFO,@,CHI,W 33-22,*,2,1,7,7.00,0,50.0%,3.50,0.0,0,0,0,0,0,45,80%,0,0%,13,48%,
24,2021,2021-11-07,8,9,24.022,SFO,,ARI,L 17-31,,,,,,,0.0%,,,,,,,,11,19%,0,0%,21,81%,
25,2021,2021-11-15,9,10,24.030,SFO,,LAR,W 31-10,,,,,,,0.0%,,,,,,,,18,26%,0,0%,20,87%,
26,2021,2021-11-21,10,11,24.036,SFO,@,JAX,W 30-10,,,,,,,0.0%,,,,,,,,13,19%,0,0%,20,87%,
