Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
27,2021,2021-11-28,11,12,24.043,SFO,,MIN,W 34-26,,1,1,11,11.00,0,100.0%,11.00,0.0,1,0,1,0,0,19,27%,0,0%,25,89%,
28,2021,2021-12-05,12,13,24.050,SFO,@,SEA,L 23-30,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,7,12%,0,0%,22,76%,
29,2021,2021-12-12,13,14,24.057,SFO,@,CIN,W 26-23,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,14,20%,0,0%,27,80%,
30,2021,2021-12-19,14,15,24.064,SFO,,ATL,W 31-13,*,0,0,0,,0,0.0%,,0.0,2,0,2,0,0,13,23%,0,0%,20,83%,
31,2021,2021-12-23,15,16,24.068,SFO,@,TEN,L 17-20,,,,,,,0.0%,,,,,,,,5,8%,0,0%,18,78%,
32,2021,2022-01-02,16,17,24.078,SFO,,HOU,W 23-7,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,10,16%,0,0%,18,72%,
33,2021,2022-01-09,17,18,24.085,SFO,@,LAR,W 27-24,,,,,,,0.0%,,,,,,,,11,16%,0,0%,24,86%,
34,2022,2022-09-11,1,1,24.330,SFO,@,CHI,L 10-19,,,,,,,0.0%,,,,,,,,19,28%,0,0%,16,67%,
35,2022,2022-09-18,2,2,24.337,SFO,,SEA,W 27-7,,,,,,,0.0%,,,,,,,,36,47%,0,0%,20,87%,
36,2022,2022-09-25,3,3,24.344,SFO,@,DEN,L 10-11,,,,,,,0.0%,,,,,,,,8,14%,0,0%,25,89%,
37,2022,2022-10-03,4,4,24.352,SFO,,LAR,W 24-9,,1,0,0,,0,0.0%,0.00,0.0,1,1,2,0,0,19,38%,0,0%,22,88%,
38,2022,2022-10-09,5,5,24.358,SFO,@,CAR,W 37-15,*,0,0,0,,0,0.0%,,0.0,2,0,2,0,0,24,36%,0,0%,22,79%,
39,2022,2022-10-16,6,6,25.000,SFO,@,ATL,L 14-28,,1,0,0,,0,0.0%,0.00,0.0,0,0,0,0,0,16,27%,0,0%,18,82%,
40,2022,2022-10-23,7,7,25.007,SFO,,KAN,L 23-44,*,,,,,,0.0%,,,,,,,,12,15%,0,0%,21,75%,
41,2022,2022-10-30,8,8,25.014,SFO,@,LAR,W 31-14,,,,,,,0.0%,,,,,,,,4,8%,0,0%,21,88%,
42,2022,2022-11-13,9,10,25.028,SFO,,LAC,W 22-16,,,,,,,0.0%,,,,,,,,4,6%,0,0%,24,86%,
43,2022,2022-11-21,10,11,25.036,SFO,@,ARI,W 38-10,,,,,,,0.0%,,,,,,,,11,19%,0,0%,23,88%,
44,2022,2022-11-27,11,12,25.042,SFO,,NOR,W 13-0,,0,0,0,,0,0.0%,,0.0,0,1,1,0,0,17,24%,0,0%,14,82%,
45,2022,2022-12-04,12,13,25.049,SFO,,MIA,W 33-17,,,,,,,0.0%,,,,,,,,4,5%,0,0%,27,90%,
46,2022,2022-12-11,13,14,25.056,SFO,,TAM,W 35-7,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,6,10%,0,0%,19,90%,
47,2022,2022-12-15,14,15,25.060,SFO,@,SEA,W 21-13,,,,,,,0.0%,,,,,,,,6,9%,0,0%,24,86%,
48,2022,2022-12-24,15,16,25.069,SFO,,WAS,W 37-20,,,,,,,0.0%,,,,,,,,1,2%,0,0%,25,93%,
49,2022,2023-01-01,16,17,25.077,SFO,@,LVR,W 37-34,,,,,,,0.0%,,,,,,,,2,3%,0,0%,26,79%,
50,2022,2023-01-08,17,18,25.084,SFO,,ARI,W 38-13,,,,,,,0.0%,,,,,,,,12,19%,0,0%,24,92%,
51,2023,2023-09-10,1,1,25.329,SFO,@,PIT,W 30-7,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,21,31%,0,0%,24,92%,
52,2023,2023-09-17,2,2,25.336,SFO,@,LAR,W 30-23,,0,0,0,,0,0.0%,,0.0,0,1,1,0,0,9,16%,0,0%,23,82%,
53,2023,2023-09-21,3,3,25.340,SFO,,NYG,W 30-12,,,,,,,0.0%,,,,,,,,27,33%,0,0%,26,93%,
54,2023,2023-10-01,4,4,25.350,SFO,,ARI,W 35-16,,,,,,,0.0%,,,,,,,,7,13%,0,0%,19,86%,
55,2023,2023-10-08,5,5,25.357,SFO,,DAL,W 42-10,,,,,,,0.0%,,,,,,,,22,31%,0,0%,24,89%,
56,2023,2023-10-15,6,6,25.364,SFO,@,CLE,L 17-19,,0,0,0,,0,0.0%,,0.0,2,0,2,0,0,5,8%,0,0%,25,81%,
57,2023,2023-10-23,7,7,26.007,SFO,@,MIN,L 17-22,*,0,0,0,,0,0.0%,,0.0,0,1,1,0,0,21,40%,0,0%,15,68%,
58,2023,2023-10-29,8,8,26.013,SFO,,CIN,L 17-31,,0,0,0,,0,0.0%,,0.0,0,1,1,0,0,11,19%,0,0%,19,76%,
59,2023,2023-11-12,9,10,26.027,SFO,@,JAX,W 34-3,,,,,,,0.0%,,,,,,,,24,39%,0,0%,22,96%,
60,2023,2023-11-19,10,11,26.034,SFO,,TAM,W 27-14,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,22,37%,0,0%,20,91%,
61,2023,2023-11-23,11,12,26.038,SFO,@,SEA,W 31-13,,1,1,9,9.00,0,100.0%,9.00,0.0,0,0,0,0,0,18,27%,0,0%,24,83%,
62,2023,2023-12-03,12,13,26.048,SFO,@,PHI,W 42-19,,0,0,0,,0,0.0%,,0.0,1,1,2,0,0,12,20%,0,0%,23,88%,
63,2023,2023-12-10,13,14,26.055,SFO,,SEA,W 28-16,,1,1,3,3.00,0,100.0%,3.00,0.0,1,0,1,0,0,22,41%,0,0%,15,56%,
64,2023,2023-12-17,14,15,26.062,SFO,@,ARI,W 45-29,,,,,,,0.0%,,,,,,,,11,20%,0,0%,24,78%,
65,2023,2023-12-25,15,16,26.070,SFO,,BAL,L 19-33,,,,,,,0.0%,,,,,,,,16,23%,0,0%,17,63%,
66,2023,2023-12-31,16,17,26.076,SFO,@,WAS,W 27-10,,,,,,,0.0%,,,,,,,,17,24%,0,0%,16,76%,
67,2023,2024-01-07,17,18,26.083,SFO,,LAR,L 20-21,*,1,1,20,20.00,0,100.0%,20.00,0.0,0,0,0,0,0,47,77%,0,0%,7,37%,
68,2024,2024-09-08,1,1,26.328,ATL,,PIT,L 10-18,*,2,1,4,4.00,0,50.0%,2.00,0.0,0,0,0,0,0,23,41%,0,0%,12,48%,
69,2024,2024-09-16,2,2,26.336,ATL,@,PHI,W 22-21,,,,,,,0.0%,,,,,,,,16,26%,0,0%,11,50%,
70,2024,2024-09-22,3,3,26.342,ATL,,KAN,L 17-22,,,,,,,0.0%,,,,,,,,19,31%,0,0%,10,42%,
71,2024,2024-09-29,4,4,26.349,ATL,,NOR,W 26-24,,,,,,,0.0%,,,,,,,,17,30%,0,0%,12,43%,
72,2024,2024-10-03,5,5,26.353,ATL,,TAM,W 36-30,,,,,,,0.0%,,,,,,,,13,15%,0,0%,18,56%,
73,2024,2024-10-13,6,6,26.363,ATL,@,CAR,W 38-20,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,25,36%,0,0%,20,74%,
74,2024,2024-10-20,7,7,27.004,ATL,,SEA,L 14-34,,0,0,0,,0,0.0%,,0.0,1,0,1,0,0,11,15%,0,0%,15,58%,
75,2024,2024-10-27,8,8,27.011,ATL,@,TAM,W 31-26,,1,1,13,13.00,0,100.0%,13.00,0.0,0,0,0,0,0,35,56%,0,0%,21,78%,
76,2024,2024-11-03,9,9,27.018,ATL,,DAL,W 27-21,,0,0,0,,0,0.0%,,0.0,0,1,1,0,0,26,46%,0,0%,23,88%,
77,2024,2024-11-10,10,10,27.025,ATL,@,NOR,L 17-20,,1,0,0,,0,0.0%,0.00,0.0,0,0,0,0,0,38,49%,0,0%,18,67%,
78,2024,2024-11-17,11,11,,ATL,@,DEN,L 6-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
