Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2018,2018-09-09,1,1,22.273,NYG,,JAX,L 15-20,,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,24,38%,26,90%,
2,2018,2018-09-16,2,2,22.280,NYG,@,DAL,L 13-20,,0,0,0.0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,21,40%,23,88%,
3,2018,2018-09-23,3,3,22.287,NYG,@,HOU,W 27-22,,0,0,1.0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,21,31%,21,78%,
4,2018,2018-09-30,4,4,22.294,NYG,,NOR,L 18-33,,0,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,53%,19,66%,
5,2018,2018-10-07,5,5,22.301,NYG,@,CAR,L 31-33,,0,0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,45%,19,59%,
6,2018,2018-10-11,6,6,22.305,NYG,,PHI,L 13-34,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,22,31%,21,66%,
7,2018,2018-10-22,7,7,22.316,NYG,@,ATL,L 20-23,,0,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,24,37%,17,68%,
8,2018,2018-10-28,8,8,22.322,NYG,,WAS,L 13-20,,0,0,0.0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,39,57%,21,72%,
9,2018,2018-11-12,9,10,22.337,NYG,@,SFO,W 27-23,,0,0,0.0,6,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0%,33,45%,19,63%,
10,2018,2018-11-18,10,11,22.343,NYG,,TAM,W 38-35,*,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,42,59%,10,34%,
11,2018,2018-11-25,11,12,22.350,NYG,@,PHI,L 22-25,,0,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,26,40%,8,31%,
12,2018,2018-12-02,,13,,NYG,,CHI,W 30-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2018,2018-12-09,13,14,22.364,NYG,@,WAS,W 40-16,,0,0,1.0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,27,44%,0,0%,
14,2018,2018-12-16,14,15,23.006,NYG,,TEN,L 0-17,,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,27%,14,64%,
15,2018,2018-12-23,15,16,23.013,NYG,@,IND,L 27-28,,0,0,0.0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0%,29,43%,13,48%,
16,2018,2018-12-30,16,17,23.020,NYG,,DAL,L 35-36,*,0,0,1.0,2,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,45,58%,14,50%,
17,2019,2019-09-08,1,1,23.272,NYG,@,DAL,L 17-35,*,0,0,0.0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0%,50,74%,7,27%,
18,2019,2019-09-15,2,2,23.279,NYG,,BUF,L 14-28,*,0,0,0.5,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,56,80%,5,18%,
19,2019,2019-09-22,3,3,23.286,NYG,@,TAM,W 32-31,*,0,0,0.0,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,57,76%,9,26%,
20,2019,2019-09-29,4,4,23.293,NYG,,WAS,W 24-3,*,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,61%,2,10%,
21,2019,2019-10-06,,5,,NYG,,MIN,L 10-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,2019,2019-10-10,6,6,23.304,NYG,@,NWE,L 14-35,,0,0,1.0,3,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0%,49,60%,0,0%,
23,2019,2019-10-20,7,7,23.314,NYG,,ARI,L 21-27,*,0,0,0.0,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,55,86%,2,7%,
24,2019,2019-10-27,8,8,23.321,NYG,@,DET,L 26-31,*,0,0,1.0,3,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0%,56,90%,7,27%,
25,2019,2019-11-04,9,9,23.329,NYG,,DAL,L 18-37,*,0,0,0.0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,56,81%,8,26%,
26,2019,2019-11-10,10,10,23.335,NYG,@,NYJ,L 27-34,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,50,77%,8,24%,
27,2019,2019-11-24,11,12,23.349,NYG,@,CHI,L 14-19,*,0,0,1.0,2,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0%,55,75%,5,19%,
28,2019,2019-12-01,12,13,23.356,NYG,,GNB,L 13-31,*,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,57%,5,23%,
29,2019,2019-12-09,13,14,23.364,NYG,@,PHI,L 17-23,*,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,43,49%,6,18%,
30,2019,2019-12-15,14,15,24.005,NYG,,MIA,W 36-20,,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,32,45%,7,23%,
