Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2015,2015-09-13,1,1,21.250,CHI,,GNB,L 23-31,,,0,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,24,41%,4,15%,
2,2015,2015-09-20,2,2,21.257,CHI,,ARI,L 23-48,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,56%,7,21%,
3,2015,2015-09-27,3,3,21.264,CHI,@,SEA,L 0-26,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,37,58%,6,22%,
4,2015,2015-10-04,4,4,21.271,CHI,,OAK,W 22-20,*,,0,0,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,36,62%,4,14%,
5,2015,2015-10-11,5,5,21.278,CHI,@,KAN,W 18-17,,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,57%,5,18%,
6,2015,2015-10-18,6,6,21.285,CHI,@,DET,L 34-37,,,0,0,0.5,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,41,51%,7,18%,
7,2015,2015-11-01,7,8,21.299,CHI,,MIN,L 20-23,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,44,76%,7,24%,
8,2015,2015-11-09,8,9,21.307,CHI,@,SDG,W 22-19,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,46%,4,17%,
9,2015,2015-11-15,9,10,21.313,CHI,@,STL,W 37-13,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,30,48%,5,15%,
10,2015,2015-11-22,10,11,21.320,CHI,,DEN,L 15-17,*,,0,0,1.0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,40,58%,5,20%,
11,2015,2015-11-26,11,12,21.324,CHI,@,GNB,W 17-13,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,36,46%,4,15%,
12,2015,2015-12-06,12,13,21.334,CHI,,SFO,L 20-26,*,,0,0,2.0,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0%,36,59%,4,12%,
13,2015,2015-12-13,13,14,21.341,CHI,,WAS,L 21-24,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,42,60%,4,15%,
14,2015,2015-12-20,14,15,21.348,CHI,@,MIN,L 17-38,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,34,55%,6,22%,
15,2015,2015-12-27,15,16,21.355,CHI,@,TAM,W 26-21,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,16,29%,2,7%,
16,2015,2016-01-03,,17,,CHI,,DET,L 20-24,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
17,2016,2016-09-11,1,1,22.249,CHI,@,HOU,L 14-23,*,,0,0,0.5,2,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0%,42,56%,4,14%,
18,2016,2016-09-19,2,2,22.257,CHI,,PHI,L 14-29,*,,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0%,39,54%,5,18%,
19,2016,2016-09-25,,3,,CHI,@,DAL,L 17-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
20,2016,2016-10-02,,4,,CHI,,DET,W 17-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,2016,2016-10-09,,5,,CHI,@,IND,L 23-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,2016,2016-10-16,,6,,CHI,,JAX,L 16-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,2016,2016-10-20,,7,,CHI,@,GNB,L 10-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
24,2016,2016-10-31,,8,,CHI,,MIN,W 20-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
25,2016,2016-11-13,9,10,22.312,CHI,@,TAM,L 10-36,,,0,0,1.0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,31,41%,1,4%,
26,2016,2016-11-20,,11,,CHI,@,NYG,L 16-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,2016,2016-11-27,11,12,22.326,CHI,,TEN,L 21-27,*,,0,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,55%,1,4%,
28,2016,2016-12-04,12,13,22.333,CHI,,SFO,W 26-6,*,,0,0,1.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,39,67%,2,7%,
29,2016,2016-12-11,13,14,22.340,CHI,@,DET,L 17-20,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,15,21%,2,9%,
30,2016,2016-12-18,,15,,CHI,,GNB,L 27-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
31,2016,2016-12-24,,16,,CHI,,WAS,L 21-41,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
32,2016,2017-01-01,,17,,CHI,@,MIN,L 10-38,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
33,2017,2017-09-10,1,1,23.247,CHI,,ATL,L 17-23,*,,0,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,40,68%,5,19%,
34,2017,2017-09-17,2,2,23.254,CHI,@,TAM,L 7-29,*,,0,0,1.0,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,40,56%,4,18%,
35,2017,2017-09-24,3,3,23.261,CHI,,PIT,W 23-17,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,37,58%,5,19%,
36,2017,2017-09-28,4,4,23.265,CHI,@,GNB,L 14-35,*,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,36,65%,5,19%,
37,2017,2017-10-09,5,5,23.276,CHI,,MIN,L 17-20,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,45,64%,4,14%,
38,2017,2017-10-15,6,6,23.282,CHI,@,BAL,W 27-24,*,,0,0,0.0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,64%,4,11%,
39,2017,2017-10-22,7,7,23.289,CHI,,CAR,W 17-3,*,,0,0,0.5,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,52,72%,2,9%,
40,2017,2017-10-29,8,8,23.296,CHI,@,NOR,L 12-20,*,,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,41,67%,0,0%,
41,2017,2017-11-12,9,10,23.310,CHI,,GNB,L 16-23,*,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,48,73%,0,0%,
42,2017,2017-11-19,10,11,23.317,CHI,,DET,L 24-27,*,,0,0,0.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,49,78%,4,14%,
43,2017,2017-11-26,11,12,23.324,CHI,@,PHI,L 3-31,*,,0,0,0.0,3,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0%,50,64%,5,22%,
44,2017,2017-12-03,12,13,23.331,CHI,,SFO,L 14-15,*,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,42,56%,5,22%,
45,2017,2017-12-10,,14,,CHI,@,CIN,W 33-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,2017,2017-12-16,14,15,23.344,CHI,@,DET,L 10-20,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,22,35%,0,0%,
47,2017,2017-12-24,15,16,23.352,CHI,,CLE,W 20-3,*,,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,49%,0,0%,
48,2017,2017-12-31,16,17,23.359,CHI,@,MIN,L 10-23,*,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,41%,4,14%,
49,2018,2018-09-09,1,1,24.246,CHI,@,GNB,L 23-24,*,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,26,43%,4,14%,
50,2018,2018-09-17,2,2,24.254,CHI,,SEA,W 24-17,*,,0,0,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,35,53%,3,11%,
51,2018,2018-09-23,3,3,24.260,CHI,@,ARI,W 16-14,*,,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,66%,2,9%,
52,2018,2018-09-30,4,4,24.267,CHI,,TAM,W 48-10,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,29,46%,2,7%,
53,2018,2018-10-14,5,6,24.281,CHI,@,MIA,L 28-31,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0%,40,51%,5,18%,
54,2018,2018-10-21,6,7,24.288,CHI,,NWE,L 31-38,*,,0,0,0.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,73%,6,18%,
55,2018,2018-10-28,7,8,24.295,CHI,,NYJ,W 24-10,*,,0,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,31,57%,2,7%,
56,2018,2018-11-04,8,9,24.302,CHI,@,BUF,W 41-9,*,,0,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,38%,1,3%,
57,2018,2018-11-11,9,10,24.309,CHI,,DET,W 34-22,*,,0,0,0.0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,51%,2,7%,
58,2018,2018-11-18,10,11,24.316,CHI,,MIN,W 25-20,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,34,51%,2,9%,
59,2018,2018-11-22,11,12,24.320,CHI,@,DET,W 23-16,*,,0,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,34,52%,2,8%,
60,2018,2018-12-02,12,13,24.330,CHI,@,NYG,L 27-30,*,,0,0,0.0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,47,65%,6,16%,
61,2018,2018-12-09,13,14,24.337,CHI,,LAR,W 15-6,*,1,0,2,1.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,36,57%,3,12%,
62,2018,2018-12-16,14,15,24.344,CHI,,GNB,W 24-17,*,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0%,31,46%,3,11%,
63,2018,2018-12-23,15,16,24.351,CHI,@,SFO,W 14-9,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,35,64%,3,16%,
64,2018,2018-12-30,16,17,24.358,CHI,@,MIN,W 24-10,*,,0,0,1.0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,19,33%,2,9%,
65,2019,2019-09-05,1,1,25.242,CHI,,GNB,L 3-10,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,33,54%,2,8%,
66,2019,2019-09-15,2,2,25.252,CHI,@,DEN,W 16-14,*,,0,0,0.0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,39,48%,3,12%,
67,2019,2019-09-23,3,3,25.260,CHI,@,WAS,W 31-15,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,46,60%,1,5%,
68,2019,2019-09-29,4,4,25.266,CHI,,MIN,W 16-6,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,53%,0,0%,
69,2019,2019-10-06,5,5,25.273,CHI,@,OAK,L 21-24,*,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,52,72%,5,18%,
70,2019,2019-10-20,6,7,25.287,CHI,,NOR,L 25-36,*,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,40,53%,8,23%,
71,2019,2019-10-27,7,8,25.294,CHI,,LAC,L 16-17,*,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,27,60%,4,15%,
72,2019,2019-11-03,8,9,25.301,CHI,@,PHI,L 14-22,*,,0,0,1.0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,10,12%,1,3%,
73,2019,2019-11-10,9,10,25.308,CHI,,DET,W 20-13,*,,0,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,35%,0,0%,
74,2019,2019-11-17,10,11,25.315,CHI,@,LAR,L 7-17,*,,0,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,59%,0,0%,
75,2019,2019-11-24,11,12,25.322,CHI,,NYG,W 19-14,*,,0,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,48%,0,0%,
76,2019,2019-11-28,12,13,25.326,CHI,@,DET,W 24-20,*,,0,0,0.0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,38,51%,0,0%,
77,2019,2019-12-05,13,14,25.333,CHI,,DAL,W 31-24,*,,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,41%,1,3%,
78,2019,2019-12-15,14,15,25.343,CHI,@,GNB,L 13-21,*,,0,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,51%,3,11%,
79,2019,2019-12-22,15,16,25.350,CHI,,KAN,L 3-26,*,,0,0,,,,,,,,,,,0,,,0,0,0,0,0%,1,2%,0,0%,
80,2019,2019-12-29,,17,,CHI,@,MIN,W 21-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
81,2021,2021-09-12,1,1,,CHI,@,LAR,L 14-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,2021,2021-09-19,2,2,,CHI,,CIN,W 20-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
83,2021,2021-09-26,3,3,,CHI,@,CLE,L 6-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
84,2021,2021-10-03,4,4,27.270,CHI,,DET,W 24-14,*,,0,0,,,,,,,,,,,,,,,,,0,0%,31,44%,0,0%,
85,2021,2021-10-10,5,5,27.277,CHI,@,LVR,W 20-9,*,,0,0,,,,,,,,,,,,,,,,,0,0%,33,49%,0,0%,
86,2021,2021-10-17,6,6,27.284,CHI,,GNB,L 14-24,,,0,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,27,46%,4,19%,
87,2021,2021-10-24,7,7,27.291,CHI,@,TAM,L 3-38,*,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,28,38%,0,0%,
88,2021,2021-10-31,8,8,27.298,CHI,,SFO,L 22-33,*,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,54%,0,0%,
89,2021,2021-11-08,9,9,27.306,CHI,@,PIT,L 27-29,*,,0,0,0.0,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0%,29,40%,0,0%,
90,2021,2021-11-21,10,11,27.319,CHI,,BAL,L 13-16,*,,0,0,0.5,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,25,31%,0,0%,
