Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct
1,2022,2022-09-11,1,1,25.098,ATL,,NOR,L 26-27,,,,,,,,0,0%,0,0%,11,34%
2,2022,2022-09-18,2,2,25.105,ATL,@,LAR,L 27-31,,,,,,,,0,0%,0,0%,5,22%
3,2022,2022-09-25,3,3,25.112,ATL,@,SEA,W 27-23,,,,,,,,0,0%,0,0%,6,24%
4,2022,2022-10-02,4,4,25.119,ATL,,CLE,W 23-20,,,,,,,,0,0%,0,0%,8,31%
5,2022,2022-10-09,5,5,25.126,ATL,@,TAM,L 15-21,,,,,,,,0,0%,0,0%,8,36%
6,2022,2022-10-16,6,6,25.133,ATL,,SFO,W 28-14,,,,,,,,0,0%,0,0%,9,41%
7,2022,2022-10-23,7,7,25.140,ATL,@,CIN,L 17-35,,,,,,,,0,0%,0,0%,9,36%
8,2022,2022-10-30,8,8,25.147,ATL,,CAR,W 37-34,,0.0,1,0,1,0,0,0,0%,0,0%,11,31%
9,2022,2022-11-06,9,9,25.154,ATL,,LAC,L 17-20,,0.0,0,1,1,0,0,0,0%,0,0%,8,33%
10,2022,2022-11-10,10,10,25.158,ATL,@,CAR,L 15-25,,,,,,,,0,0%,0,0%,8,28%
11,2022,2022-11-20,11,11,25.168,ATL,,CHI,W 27-24,,,,,,,,0,0%,0,0%,8,30%
12,2022,2022-11-27,12,12,25.175,ATL,@,WAS,L 13-19,,,,,,,,0,0%,0,0%,7,29%
13,2022,2022-12-04,13,13,25.182,ATL,,PIT,L 16-19,,,,,,,,0,0%,0,0%,7,28%
14,2022,2022-12-18,14,15,25.196,ATL,@,NOR,L 18-21,,,,,,,,0,0%,0,0%,7,32%
15,2022,2022-12-24,15,16,25.202,ATL,@,BAL,L 9-17,,0.0,0,1,1,0,0,0,0%,0,0%,6,29%
16,2022,2023-01-01,16,17,25.210,ATL,,ARI,W 20-19,,,,,,,,0,0%,0,0%,7,28%
17,2022,2023-01-08,17,18,25.217,ATL,,TAM,W 30-17,,,,,,,,0,0%,0,0%,9,32%
18,2023,2023-09-10,1,1,26.097,ATL,,CAR,W 24-10,,,,,,,,0,0%,0,0%,11,42%
19,2023,2023-09-17,2,2,26.104,ATL,,GNB,W 25-24,,,,,,,,0,0%,0,0%,7,26%
20,2023,2023-09-24,3,3,26.111,ATL,@,DET,L 6-20,,,,,,,,0,0%,0,0%,9,34%
21,2023,2023-10-01,4,4,26.118,ATL,@,JAX,L 7-23,,,,,,,,0,0%,0,0%,6,27%
22,2023,2023-10-08,5,5,26.125,ATL,,HOU,W 21-19,,0.0,1,1,2,0,0,0,0%,0,0%,8,28%
23,2023,2023-10-15,6,6,26.132,ATL,,WAS,L 16-24,,,,,,,,0,0%,0,0%,5,21%
24,2023,2023-10-22,7,7,26.139,ATL,@,TAM,W 16-13,,,,,,,,0,0%,0,0%,7,33%
25,2023,2023-10-29,8,8,26.146,ATL,@,TEN,L 23-28,,,,,,,,0,0%,0,0%,11,32%
26,2023,2023-11-05,9,9,26.153,ATL,,MIN,L 28-31,,,,,,,,0,0%,0,0%,10,30%
27,2023,2023-11-12,10,10,26.160,ATL,@,ARI,L 23-25,,,,,,,,0,0%,0,0%,7,27%
28,2023,2023-11-26,11,12,26.174,ATL,,NOR,W 24-15,,,,,,,,0,0%,0,0%,6,25%
29,2023,2023-12-03,12,13,26.181,ATL,@,NYJ,W 13-8,,,,,,,,0,0%,0,0%,12,43%
30,2023,2023-12-10,13,14,26.188,ATL,,TAM,L 25-29,,,,,,,,0,0%,0,0%,9,28%
31,2023,2023-12-17,14,15,26.195,ATL,@,CAR,L 7-9,,,,,,,,0,0%,0,0%,6,32%
32,2023,2023-12-24,15,16,26.202,ATL,,IND,W 29-10,,,,,,,,0,0%,0,0%,11,39%
33,2023,2023-12-31,16,17,26.209,ATL,@,CHI,L 17-37,,,,,,,,0,0%,0,0%,8,25%
34,2023,2024-01-07,17,18,26.216,ATL,@,NOR,L 17-48,,0.0,0,1,1,0,0,0,0%,0,0%,8,25%
35,2024,2024-09-08,1,1,27.095,ATL,,PIT,L 10-18,,,,,,,,0,0%,0,0%,6,24%
36,2024,2024-09-16,2,2,27.103,ATL,@,PHI,W 22-21,,,,,,,,0,0%,0,0%,6,27%
37,2024,2024-09-22,3,3,27.109,ATL,,KAN,L 17-22,,,,,,,,0,0%,0,0%,6,25%
38,2024,2024-09-29,4,4,27.116,ATL,,NOR,W 26-24,,,,,,,,0,0%,0,0%,9,32%
39,2024,2024-10-03,5,5,27.120,ATL,,TAM,W 36-30,,,,,,,,0,0%,0,0%,10,31%
40,2024,2024-10-13,6,6,27.130,ATL,@,CAR,W 38-20,,,,,,,,0,0%,0,0%,7,26%
41,2024,2024-10-20,7,7,27.137,ATL,,SEA,L 14-34,,,,,,,,0,0%,0,0%,6,23%
42,2024,2024-10-27,8,8,27.144,ATL,@,TAM,W 31-26,,,,,,,,0,0%,0,0%,9,33%
43,2024,2024-11-03,9,9,27.151,ATL,,DAL,W 27-21,,,,,,,,0,0%,0,0%,9,35%
44,2024,2024-11-10,10,10,27.158,ATL,@,NOR,L 17-20,,,,,,,,0,0%,0,0%,9,33%
45,2024,2024-11-17,11,11,27.165,ATL,@,DEN,L 6-38,,,,,,,,0,0%,0,0%,7,27%
