Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2021,2021-09-12,1,1,,ATL,,PHI,L 6-32,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2021,2021-09-19,2,2,22.292,ATL,@,TAM,L 25-48,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,13,21%,7,23%,
3,2021,2021-09-26,3,3,22.299,ATL,@,NYG,W 17-14,,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0%,16,23%,3,13%,
4,2021,2021-10-03,4,4,22.306,ATL,,WAS,L 30-34,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,28,42%,4,15%,
5,2021,2021-10-10,5,5,22.313,ATL,,NYJ,W 27-20,,,,,,,,,,,,,,0,0%,21,38%,3,13%,
6,2021,2021-10-24,6,7,22.327,ATL,@,MIA,W 30-28,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,14,19%,5,18%,
7,2021,2021-10-31,7,8,,ATL,,CAR,L 13-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2021,2021-11-07,8,9,,ATL,@,NOR,W 27-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2021,2021-11-14,9,10,,ATL,@,DAL,L 3-43,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2021,2021-11-18,10,11,22.352,ATL,,NWE,L 0-25,,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,27,42%,6,25%,
11,2021,2021-11-28,11,12,22.362,ATL,@,JAX,W 21-14,*,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0%,21,29%,2,9%,
12,2021,2021-12-05,12,13,23.004,ATL,,TAM,L 17-30,*,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0%,22,31%,5,19%,
13,2021,2021-12-12,13,14,23.011,ATL,@,CAR,W 29-21,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0%,21,33%,3,13%,
14,2021,2021-12-19,14,15,23.018,ATL,@,SFO,L 13-31,*,,,,,,,,,,,,,0,0%,33,58%,5,21%,
15,2021,2021-12-26,15,16,23.025,ATL,,DET,W 20-16,*,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0%,32,48%,4,17%,
16,2021,2022-01-02,16,17,23.032,ATL,@,BUF,L 15-29,,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0%,31,41%,3,16%,
17,2021,2022-01-09,17,18,23.039,ATL,,NOR,L 20-30,*,0.0,3,1,4,1,0,0,0,0,0,0,0,0,0%,31,43%,7,26%,
18,2022,2022-09-11,1,1,23.284,ATL,,NOR,L 26-27,*,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0%,37,61%,3,9%,
19,2022,2022-09-18,2,2,23.291,ATL,@,LAR,L 27-31,,0.0,0,4,4,0,2,0,0,0,0,0,0,0,0%,38,60%,5,22%,
20,2022,2022-09-25,3,3,23.298,ATL,@,SEA,W 27-23,,0.0,0,3,3,0,2,0,0,0,0,0,0,0,0%,37,52%,5,20%,
21,2022,2022-10-02,4,4,23.305,ATL,,CLE,W 23-20,*,0.0,4,1,5,0,1,0,0,0,0,0,0,0,0%,58,79%,4,15%,
22,2022,2022-10-09,5,5,23.312,ATL,@,TAM,L 15-21,*,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0%,52,66%,3,14%,
23,2022,2022-10-16,6,6,23.319,ATL,,SFO,W 28-14,*,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0%,40,67%,2,9%,
24,2022,2022-10-23,7,7,23.326,ATL,@,CIN,L 17-35,*,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0%,41,60%,5,20%,
25,2022,2022-10-30,8,8,23.333,ATL,,CAR,W 37-34,*,0.0,4,3,7,0,0,0,0,0,0,0,0,0,0%,55,69%,6,17%,
26,2022,2022-11-06,9,9,23.340,ATL,,LAC,L 17-20,*,0.0,1,2,3,0,1,1,1,0,1,19,0,0,0%,42,61%,4,17%,
27,2022,2022-11-10,10,10,23.344,ATL,@,CAR,L 15-25,*,0.0,2,4,6,1,0,0,0,0,0,0,0,0,0%,51,77%,5,17%,
28,2022,2022-11-20,11,11,23.354,ATL,,CHI,W 27-24,*,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0%,20,29%,2,7%,
