Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-09-10,,1,,DET,,ARI,W 35-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2018,2018-10-28,8,8,24.165,MIN,,NOR,L 20-30,,0.0,0,0,0,,,0,0%,0,0%,3,12%,
3,2020,2020-09-13,1,1,,LAC,@,CIN,W 16-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2020,2020-09-20,2,2,,LAC,,KAN,L 20-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2020,2020-09-27,3,3,,LAC,,CAR,L 16-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2020,2020-10-04,4,4,,LAC,@,TAM,L 31-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2020,2020-10-12,5,5,26.149,LAC,@,NOR,L 27-30,,,,,,,,5,7%,0,0%,0,0%,
8,2020,2020-10-25,6,7,,LAC,,JAX,W 39-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2020,2020-11-01,7,8,,LAC,@,DEN,L 30-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,2020,2020-11-08,8,9,,LAC,,LVR,L 26-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2020,2020-11-15,9,10,,LAC,@,MIA,L 21-29,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,2020,2020-11-22,10,11,,LAC,,NYJ,W 34-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2020,2020-11-29,11,12,,LAC,@,BUF,L 17-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2020,2020-12-06,12,13,26.204,LAC,,NWE,L 0-45,*,,,,,,,58,81%,0,0%,0,0%,
15,2020,2020-12-13,13,14,26.211,LAC,,ATL,W 20-17,,,,,,,,70,96%,0,0%,5,24%,
16,2020,2020-12-17,14,15,26.215,LAC,@,LVR,W 30-27,*,,,,,,,66,100%,0,0%,6,21%,
17,2020,2020-12-27,15,16,26.225,LAC,,DEN,W 19-16,,,,,,,,38,67%,0,0%,6,20%,
18,2020,2021-01-03,16,17,26.232,LAC,@,KAN,W 38-21,*,,,,,,,72,100%,0,0%,4,18%,
19,2021,2021-09-12,1,1,27.119,LAC,@,WAS,W 20-16,,,,,,,,36,44%,0,0%,4,17%,
20,2021,2021-09-19,2,2,27.126,LAC,,DAL,L 17-20,*,,,,,,,71,100%,0,0%,4,21%,
21,2021,2021-09-26,3,3,27.133,LAC,@,KAN,W 30-24,*,,,,,,,66,100%,0,0%,4,17%,
22,2021,2021-10-04,4,4,27.141,LAC,,LVR,W 28-14,*,,,,,,,75,100%,0,0%,5,19%,
23,2021,2021-10-10,5,5,27.147,LAC,,CLE,W 47-42,*,,,,,,,75,100%,0,0%,5,16%,
24,2021,2021-10-17,6,6,27.154,LAC,@,BAL,L 6-34,*,,,,,,,56,100%,0,0%,1,4%,
25,2021,2021-10-31,7,8,27.168,LAC,,NWE,L 24-27,*,,,,,,,60,100%,0,0%,4,13%,
26,2021,2021-11-07,8,9,27.175,LAC,@,PHI,W 27-24,*,,,,,,,69,100%,0,0%,4,18%,
27,2021,2021-11-14,9,10,27.182,LAC,,MIN,L 20-27,*,,,,,,,59,100%,0,0%,4,14%,
28,2021,2021-11-21,10,11,27.189,LAC,,PIT,W 41-37,*,0.0,1,0,1,0,0,76,100%,0,0%,8,24%,
29,2021,2021-11-28,11,12,27.196,LAC,@,DEN,L 13-28,*,,,,,,,71,100%,0,0%,2,10%,
30,2021,2021-12-05,12,13,27.203,LAC,@,CIN,W 41-22,*,,,,,,,64,100%,0,0%,6,20%,
31,2021,2021-12-12,13,14,27.210,LAC,,NYG,W 37-21,*,,,,,,,66,93%,0,0%,7,24%,
