Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sfty,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2016,2016-09-11,1,1,24.027,BAL,,BUF,W 13-7,,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,13,27%,0,0%,
2,2016,2016-09-18,2,2,24.034,BAL,@,CLE,W 25-20,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,15,24%,8,31%,
3,2016,2016-09-25,3,3,24.041,BAL,@,JAX,W 19-17,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,19,29%,10,32%,
4,2016,2016-10-02,,4,,BAL,,OAK,L 27-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2016,2016-10-09,,5,,BAL,,WAS,L 10-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2016,2016-10-16,6,6,24.062,BAL,@,NYG,L 23-27,,,0,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,32,48%,10,31%,
7,2016,2016-10-23,7,7,24.069,BAL,@,NYJ,L 16-24,,,0,0,2.0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0%,31,46%,5,16%,
8,2016,2016-11-06,8,9,24.083,BAL,,PIT,W 21-14,,,0,0,1.0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0%,26,38%,18,51%,
9,2016,2016-11-10,9,10,24.087,BAL,,CLE,W 28-7,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0%,17,34%,15,65%,
10,2016,2016-11-20,10,11,24.097,BAL,@,DAL,L 17-27,,,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,27,38%,18,62%,
11,2016,2016-11-27,11,12,24.104,BAL,,CIN,W 19-14,,,0,0,0.0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0%,19,25%,6,21%,
12,2016,2016-12-04,12,13,24.111,BAL,,MIA,W 38-6,,,0,0,1.0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0%,17,27%,13,54%,
13,2016,2016-12-12,13,14,24.119,BAL,@,NWE,L 23-30,,,0,0,0.0,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,25,36%,9,26%,
14,2016,2016-12-18,14,15,24.125,BAL,,PHI,W 27-26,,,0,0,0.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,23,26%,0,0%,
15,2016,2016-12-25,15,16,24.132,BAL,@,PIT,L 27-31,,,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0%,15,26%,0,0%,
16,2016,2017-01-01,16,17,24.139,BAL,@,CIN,L 10-27,,,0,0,0.0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,30,44%,0,0%,
17,2017,2017-09-10,1,1,25.026,BAL,@,CIN,W 20-0,*,,0,0,0.0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0%,52,85%,2,10%,
