Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2017,2017-10-22,,7,,DEN,@,LAC,L 0-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,2017,2017-10-30,7,8,22.262,DEN,@,KAN,L 19-29,,0,0,0,0,0,0,0,0%,0,0%,3,9%,
3,2017,2017-11-05,8,9,22.268,DEN,@,PHI,L 23-51,,0,0,0,0,0,0,0,0%,0,0%,5,14%,
4,2017,2017-11-12,9,10,22.275,DEN,,NWE,L 16-41,,0,0,0,0,0,0,2,3%,0,0%,4,14%,
5,2017,2017-11-19,10,11,22.282,DEN,,CIN,L 17-20,,0,0,0,0,0,0,0,0%,0,0%,4,14%,
6,2017,2017-11-26,11,12,22.289,DEN,@,OAK,L 14-21,,0,0,0,0,0,0,0,0%,0,0%,2,7%,
7,2017,2017-12-03,12,13,22.296,DEN,@,MIA,L 9-35,,0,0,0,0,0,0,0,0%,0,0%,1,3%,
8,2017,2017-12-10,13,14,22.303,DEN,,NYJ,W 23-0,,0,0,0,0,0,0,0,0%,0,0%,6,23%,
9,2017,2017-12-14,14,15,22.307,DEN,@,IND,W 25-13,,0,0,0,0,0,0,0,0%,0,0%,4,18%,
10,2017,2017-12-24,,16,,DEN,@,WAS,L 11-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,2017,2017-12-31,16,17,22.324,DEN,,KAN,L 24-27,,0,0,0,0,0,0,0,0%,0,0%,4,14%,
12,2018,2018-09-09,,1,,DEN,,SEA,W 27-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,2018,2018-09-16,,2,,DEN,,OAK,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,2018,2018-09-23,,3,,DEN,@,BAL,L 14-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,2018,2018-10-01,,4,,DEN,,KAN,L 23-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,2018,2018-10-07,5,5,23.239,DEN,@,NYJ,L 16-34,,0,0,0,0,0,0,12,16%,0,0%,2,6%,
17,2018,2018-10-14,6,6,23.246,DEN,,LAR,L 20-23,,0,0,0,0,0,0,0,0%,0,0%,4,14%,
18,2018,2018-10-18,7,7,23.250,DEN,@,ARI,W 45-10,,0,0,0,0,0,0,1,2%,0,0%,7,22%,
19,2018,2018-10-28,8,8,23.260,DEN,@,KAN,L 23-30,,0,0,0,0,0,0,2,3%,0,0%,4,14%,
20,2018,2018-11-04,9,9,23.267,DEN,,HOU,L 17-19,,0,0,0,0,0,0,40,61%,0,0%,5,18%,
21,2018,2018-11-18,10,11,23.281,DEN,@,LAC,W 23-22,*,0,0,0,0,0,0,56,100%,0,0%,3,12%,
22,2018,2018-11-25,11,12,23.288,DEN,,PIT,W 24-17,*,0,0,0,0,0,0,57,100%,0,0%,4,15%,
23,2018,2018-12-02,12,13,23.295,DEN,@,CIN,W 24-10,*,0,0,0,0,0,0,59,100%,0,0%,5,18%,
24,2018,2018-12-09,13,14,23.302,DEN,@,SFO,L 14-20,*,0,0,0,0,0,0,74,100%,0,0%,2,8%,
25,2018,2018-12-15,14,15,23.308,DEN,,CLE,L 16-17,*,0,0,0,0,0,0,73,100%,0,0%,4,17%,
26,2018,2018-12-24,15,16,23.317,DEN,@,OAK,L 14-27,*,0,0,0,0,0,0,67,100%,0,0%,3,11%,
27,2018,2018-12-30,16,17,23.323,DEN,,LAC,L 9-23,*,0,0,0,1,0,0,79,100%,0,0%,1,4%,
28,2019,2019-09-09,1,1,24.211,DEN,@,OAK,L 16-24,,0,,,0,0,0,52,84%,0,0%,5,20%,
29,2019,2019-09-15,2,2,24.217,DEN,,CHI,L 14-16,*,0,,,0,0,0,82,100%,0,0%,3,12%,
30,2019,2019-09-22,3,3,24.224,DEN,@,GNB,L 16-27,*,0,,,0,0,0,73,100%,0,0%,3,12%,
31,2019,2019-09-29,4,4,24.231,DEN,,JAX,L 24-26,*,0,,,0,0,0,55,100%,0,0%,4,11%,
