Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2020,2020-09-13,1,1,23.046,WAS,,PHI,W 27-17,,,,,,,,,,,,0,0%,1,1%,11,34%,
2,2020,2020-09-20,2,2,23.053,WAS,@,ARI,L 15-30,,0.0,0,1,1,0,0,0,0,0,0,0,0%,7,9%,21,75%,
3,2020,2020-09-27,3,3,,WAS,@,CLE,L 20-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2020,2020-10-04,4,4,23.067,WAS,,BAL,L 17-31,,0.0,2,0,2,1,0,0,0,0,0,0,0%,12,21%,18,67%,
5,2020,2020-10-11,5,5,23.074,WAS,,LAR,L 10-30,,0.0,1,0,1,1,0,0,0,0,0,0,0%,5,7%,19,61%,
6,2020,2020-10-18,6,6,23.081,WAS,@,NYG,L 19-20,,,,,,,,,,,,0,0%,1,2%,16,73%,
7,2020,2020-10-25,7,7,,WAS,,DAL,W 25-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2020,2020-11-08,8,9,23.102,WAS,,NYG,L 20-23,,0.0,1,0,1,0,0,0,0,0,0,0,0%,11,14%,20,77%,
9,2020,2020-11-15,9,10,23.109,WAS,@,DET,L 27-30,,,,,,,,,,,,0,0%,1,2%,22,71%,
10,2020,2020-11-22,10,11,23.116,WAS,,CIN,W 20-9,,0.5,1,1,2,0,2,0,0,0,0,0,0%,15,22%,17,63%,
11,2020,2020-11-26,11,12,23.120,WAS,@,DAL,W 41-16,,,,,,,,,,,,0,0%,10,17%,20,69%,
12,2020,2020-12-07,12,13,23.131,WAS,@,PIT,W 23-17,,0.0,1,0,1,0,0,0,0,0,0,0,0%,3,4%,26,81%,
13,2020,2020-12-13,13,14,23.137,WAS,@,SFO,W 23-15,,0.0,2,0,2,1,0,0,0,0,0,0,0%,14,17%,27,82%,
14,2020,2020-12-20,14,15,23.144,WAS,,SEA,L 15-20,,,,,,,,,,,,0,0%,4,7%,22,92%,
15,2020,2020-12-27,15,16,23.151,WAS,,CAR,L 13-20,,,,,,,,,,,,0,0%,7,10%,17,77%,
16,2020,2021-01-03,16,17,23.158,WAS,@,PHI,W 20-14,,,,,,,,,,,,0,0%,7,10%,21,84%,
17,2021,2021-09-12,1,1,24.045,WAS,,LAC,L 16-20,,0.0,0,1,1,0,0,0,0,0,0,0,0%,30,37%,7,31%,
18,2021,2021-09-16,2,2,24.049,WAS,,NYG,W 30-29,,0.0,2,0,2,1,0,0,0,0,0,0,0%,11,16%,12,34%,
19,2021,2021-09-26,3,3,24.059,WAS,@,BUF,L 21-43,,0.0,0,1,1,0,0,0,0,0,0,0,0%,23,29%,14,48%,
