Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
1,2014,2014-09-07,1,1,22.208,ATL,,NOR,W 37-34,*,0,,,0,0,0,30,42%,0,0%,1,3%,
2,2014,2014-09-14,,2,,ATL,@,CIN,L 10-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2014,2014-09-18,3,3,22.219,ATL,,TAM,W 56-14,*,0,,,0,0,0,50,75%,0,0%,9,27%,
4,2014,2014-09-28,4,4,22.229,ATL,@,MIN,L 28-41,*,0,,,0,0,0,67,100%,0,0%,4,12%,
5,2014,2014-10-05,5,5,22.236,ATL,@,NYG,L 20-30,*,0,,,0,0,0,72,100%,0,0%,4,13%,
6,2014,2014-10-12,6,6,22.243,ATL,,CHI,L 13-27,*,0,,,0,0,0,56,100%,0,0%,3,11%,
7,2014,2014-10-19,7,7,22.250,ATL,@,BAL,L 7-29,*,0,,,0,0,0,66,100%,0,0%,2,8%,
8,2014,2014-10-26,8,8,22.257,ATL,,DET,L 21-22,*,0,0,0,1,0,0,60,100%,0,0%,3,13%,
9,2014,2014-11-09,9,10,22.271,ATL,@,TAM,W 27-17,*,0,,,0,0,0,66,100%,0,0%,5,21%,
10,2014,2014-11-16,10,11,22.278,ATL,@,CAR,W 19-17,*,0,0,0,0,0,0,74,100%,0,0%,5,15%,
11,2014,2014-11-23,11,12,22.285,ATL,,CLE,L 24-26,*,0,,,0,0,0,71,100%,0,0%,4,15%,
12,2014,2014-11-30,12,13,22.292,ATL,,ARI,W 29-18,*,0,,,0,0,0,79,100%,0,0%,8,28%,
13,2014,2014-12-08,13,14,22.300,ATL,@,GNB,L 37-43,*,0,,,0,0,0,67,100%,0,0%,6,18%,
14,2014,2014-12-14,14,15,22.306,ATL,,PIT,L 20-27,*,0,,,0,0,0,60,100%,0,0%,4,15%,
15,2014,2014-12-21,15,16,22.313,ATL,@,NOR,W 30-14,*,0,,,0,0,0,65,100%,0,0%,6,23%,
16,2014,2014-12-28,16,17,22.320,ATL,,CAR,L 3-34,*,0,,,0,0,0,61,86%,0,0%,1,4%,
17,2015,2015-09-14,1,1,23.215,ATL,,PHI,W 26-24,*,0,0,0,0,0,0,76,100%,0,0%,6,19%,
18,2015,2015-09-20,2,2,23.221,ATL,@,NYG,W 24-20,*,0,0,0,0,0,0,72,100%,0,0%,5,17%,
19,2015,2015-09-27,3,3,23.228,ATL,@,DAL,W 39-28,*,0,0,0,0,0,0,74,100%,0,0%,5,18%,
20,2015,2015-10-04,4,4,23.235,ATL,,HOU,W 48-21,*,0,0,0,0,0,0,58,82%,0,0%,6,19%,
21,2015,2015-10-11,5,5,23.242,ATL,,WAS,W 25-19,*,0,0,0,0,0,0,80,100%,0,0%,5,21%,
22,2015,2015-10-15,6,6,23.246,ATL,@,NOR,L 21-31,*,0,0,0,1,0,0,73,100%,0,0%,3,11%,
23,2015,2015-10-25,7,7,23.256,ATL,@,TEN,W 10-7,*,0,0,0,0,0,0,75,100%,0,0%,3,14%,
24,2015,2015-11-01,8,8,23.263,ATL,,TAM,L 20-23,*,0,0,0,0,0,0,80,100%,0,0%,4,17%,
25,2015,2015-11-08,9,9,23.270,ATL,@,SFO,L 16-17,*,0,0,0,0,0,0,64,100%,0,0%,4,14%,
26,2015,2015-11-22,10,11,23.284,ATL,,IND,L 21-24,*,0,0,0,0,0,0,75,100%,0,0%,4,15%,
27,2015,2015-11-29,11,12,23.291,ATL,,MIN,L 10-20,*,0,0,0,0,0,0,64,100%,0,0%,2,11%,
28,2015,2015-12-06,12,13,23.298,ATL,@,TAM,L 19-23,*,0,0,0,0,0,0,67,100%,0,0%,5,20%,
29,2015,2015-12-13,13,14,23.305,ATL,@,CAR,L 0-38,*,0,0,0,0,0,0,65,100%,0,0%,0,0%,
30,2015,2015-12-20,14,15,23.312,ATL,@,JAX,W 23-17,*,0,0,0,0,0,0,74,100%,0,0%,5,17%,
31,2015,2015-12-27,15,16,23.319,ATL,,CAR,W 20-13,*,0,0,0,0,0,0,62,100%,0,0%,5,24%,
32,2015,2016-01-03,16,17,23.326,ATL,,NOR,L 17-20,*,0,0,0,0,0,0,67,100%,0,0%,4,20%,
33,2016,2016-09-11,1,1,24.213,ATL,,TAM,L 24-31,*,0,0,0,0,0,0,65,100%,0,0%,4,13%,
34,2016,2016-09-18,2,2,24.220,ATL,@,OAK,W 35-28,*,0,0,0,0,0,0,64,100%,0,0%,5,17%,
35,2016,2016-09-26,3,3,24.228,ATL,@,NOR,W 45-32,*,0,0,0,0,0,0,64,100%,0,0%,7,24%,
36,2016,2016-10-02,4,4,24.234,ATL,,CAR,W 48-33,*,0,0,0,0,0,0,67,100%,0,0%,8,23%,
37,2016,2016-10-09,5,5,24.241,ATL,@,DEN,W 23-16,*,0,0,0,0,0,0,67,100%,0,0%,5,17%,
38,2016,2016-10-16,6,6,24.248,ATL,@,SEA,L 24-26,*,0,0,0,0,0,0,67,100%,0,0%,4,13%,
39,2016,2016-10-23,7,7,24.255,ATL,,SDG,L 30-33,*,0,0,0,0,0,0,65,100%,0,0%,7,21%,
40,2016,2016-10-30,8,8,24.262,ATL,,GNB,W 33-32,*,0,0,0,0,0,0,63,100%,0,0%,5,19%,
41,2016,2016-11-03,9,9,24.266,ATL,@,TAM,W 43-28,*,0,0,0,0,0,0,71,97%,0,0%,7,27%,
42,2016,2016-11-13,10,10,24.276,ATL,@,PHI,L 15-24,*,0,0,0,0,0,0,50,100%,0,0%,5,18%,
43,2016,2016-11-27,11,12,24.290,ATL,,ARI,W 38-19,*,0,0,0,0,0,0,70,100%,0,0%,6,22%,
44,2016,2016-12-04,12,13,24.297,ATL,,KAN,L 28-29,*,0,0,0,0,0,0,33,45%,0,0%,3,12%,
45,2016,2016-12-11,13,14,24.304,ATL,@,LAR,W 42-14,*,0,0,0,0,0,0,46,79%,0,0%,6,18%,
46,2016,2016-12-18,14,15,24.311,ATL,,SFO,W 41-13,*,0,0,0,0,0,0,61,90%,0,0%,7,24%,
47,2016,2016-12-24,15,16,24.317,ATL,@,CAR,W 33-16,*,0,0,0,0,0,0,63,100%,0,0%,8,26%,
48,2016,2017-01-01,16,17,24.325,ATL,,NOR,W 38-32,*,0,0,0,0,0,0,62,100%,0,0%,6,18%,
49,2017,2017-09-10,1,1,25.211,ATL,@,CHI,W 23-17,*,0,0,0,0,0,0,59,100%,0,0%,5,19%,
50,2017,2017-09-17,2,2,25.218,ATL,,GNB,W 34-23,*,0,0,0,0,0,0,58,100%,0,0%,6,21%,
51,2017,2017-09-24,3,3,25.225,ATL,@,DET,W 30-26,*,0,0,0,0,0,0,68,100%,0,0%,6,18%,
52,2017,2017-10-01,4,4,25.232,ATL,,BUF,L 17-23,*,0,0,0,1,0,0,75,100%,0,0%,3,12%,
53,2017,2017-10-15,5,6,25.246,ATL,,MIA,L 17-20,*,0,0,0,0,0,0,57,100%,0,0%,4,17%,
54,2017,2017-10-22,6,7,25.253,ATL,@,NWE,L 7-23,*,0,0,0,0,0,0,57,100%,0,0%,3,15%,
55,2017,2017-10-29,7,8,25.260,ATL,@,NYJ,W 25-20,*,0,0,0,0,0,0,66,100%,0,0%,5,16%,
56,2017,2017-11-05,8,9,25.267,ATL,@,CAR,L 17-20,*,0,0,0,0,0,0,60,100%,0,0%,3,12%,
57,2017,2017-11-12,9,10,25.274,ATL,,DAL,W 27-7,*,0,0,0,0,0,0,65,100%,0,0%,5,23%,
58,2017,2017-11-20,10,11,25.282,ATL,@,SEA,W 34-31,*,0,0,0,0,0,0,62,100%,0,0%,6,19%,
59,2017,2017-11-26,11,12,25.288,ATL,,TAM,W 34-20,*,0,0,0,0,0,0,64,100%,0,0%,6,23%,
60,2017,2017-12-03,12,13,25.295,ATL,,MIN,L 9-14,*,0,0,0,0,0,0,53,100%,0,0%,4,17%,
61,2017,2017-12-07,13,14,25.299,ATL,,NOR,W 20-17,*,0,0,0,0,0,0,74,100%,0,0%,4,17%,
62,2017,2017-12-18,14,15,25.310,ATL,@,TAM,W 24-21,*,0,0,0,0,0,0,70,100%,0,0%,5,19%,
63,2017,2017-12-24,15,16,25.316,ATL,@,NOR,L 13-23,*,0,0,0,0,0,0,64,100%,0,0%,3,10%,
64,2017,2017-12-31,16,17,25.323,ATL,,CAR,W 22-10,*,0,0,0,0,0,0,72,100%,0,0%,6,20%,
65,2018,2018-09-06,1,1,26.207,ATL,@,PHI,L 12-18,*,0,0,0,0,0,0,70,100%,0,0%,3,11%,
66,2018,2018-09-16,2,2,26.217,ATL,,CAR,W 31-24,*,0,0,0,0,0,0,63,100%,0,0%,5,18%,
67,2018,2018-09-23,3,3,26.224,ATL,,NOR,L 37-43,*,0,0,0,0,0,0,68,100%,0,0%,4,11%,
68,2018,2018-09-30,4,4,26.231,ATL,,CIN,L 36-37,*,0,0,0,0,0,0,70,100%,0,0%,7,24%,
69,2018,2018-10-07,5,5,26.238,ATL,@,PIT,L 17-41,*,0,0,0,0,0,0,72,100%,0,0%,3,11%,
70,2018,2018-10-14,6,6,26.245,ATL,,TAM,W 34-29,*,0,0,0,0,0,0,67,100%,0,0%,6,21%,
71,2018,2018-10-22,7,7,26.253,ATL,,NYG,W 23-20,*,0,0,0,0,0,0,65,100%,0,0%,5,20%,
72,2018,2018-11-04,8,9,26.266,ATL,@,WAS,W 38-14,*,0,0,0,0,0,0,68,100%,0,0%,6,24%,
73,2018,2018-11-11,9,10,26.273,ATL,@,CLE,L 16-28,*,0,0,0,0,0,0,75,100%,0,0%,2,9%,
74,2018,2018-11-18,10,11,26.280,ATL,,DAL,L 19-22,*,0,0,0,0,0,0,56,100%,0,0%,5,19%,
75,2018,2018-11-22,11,12,26.284,ATL,@,NOR,L 17-31,*,0,0,0,0,0,0,70,100%,0,0%,3,13%,
76,2018,2018-12-02,12,13,26.294,ATL,,BAL,L 16-26,*,0,0,0,0,0,0,53,100%,0,0%,2,7%,
77,2018,2018-12-09,13,14,26.301,ATL,@,GNB,L 20-34,*,0,0,0,0,0,0,71,100%,0,0%,4,14%,
78,2018,2018-12-16,14,15,26.308,ATL,,ARI,W 40-14,*,0,0,0,0,0,0,64,96%,0,0%,6,18%,
79,2018,2018-12-23,15,16,26.315,ATL,@,CAR,W 24-10,*,0,0,0,0,0,0,48,100%,0,0%,4,18%,
80,2018,2018-12-30,16,17,26.322,ATL,@,TAM,W 34-32,*,0,0,0,0,0,0,77,100%,0,0%,6,19%,
81,2019,2019-09-08,1,1,27.209,ATL,@,MIN,L 12-28,*,0,,,0,0,0,74,100%,0,0%,0,0%,
82,2019,2019-09-15,2,2,27.216,ATL,,PHI,W 24-20,*,0,,,0,0,0,63,100%,0,0%,5,21%,
83,2019,2019-09-22,3,3,27.223,ATL,@,IND,L 24-27,*,0,,,0,0,0,60,100%,0,0%,4,18%,
84,2019,2019-09-29,4,4,27.230,ATL,,TEN,L 10-24,*,0,,,0,0,0,79,100%,0,0%,3,13%,
85,2019,2019-10-06,5,5,27.237,ATL,@,HOU,L 32-53,*,0,,,0,0,0,73,100%,0,0%,4,11%,
86,2019,2019-10-13,6,6,27.244,ATL,@,ARI,L 33-34,*,0,,,0,0,0,67,100%,0,0%,6,18%,
87,2019,2019-10-20,7,7,27.251,ATL,,LAR,L 10-37,*,0,0,0,0,0,0,55,100%,0,0%,3,9%,
88,2019,2019-10-27,8,8,27.258,ATL,,SEA,L 20-27,*,0,,,0,0,0,76,100%,0,0%,4,15%,
89,2019,2019-11-10,9,10,27.272,ATL,@,NOR,W 26-9,*,0,,,0,0,0,76,100%,0,0%,6,22%,
90,2019,2019-11-17,10,11,27.279,ATL,@,CAR,W 29-3,*,0,,,0,0,0,64,98%,0,0%,6,26%,
91,2019,2019-11-24,11,12,27.286,ATL,,TAM,L 22-35,*,0,,,0,0,0,85,100%,0,0%,4,12%,
92,2019,2019-11-28,12,13,27.290,ATL,,NOR,L 18-26,*,0,,,0,0,0,91,100%,0,0%,4,13%,
93,2019,2019-12-08,13,14,27.300,ATL,,CAR,W 40-20,*,0,,,0,0,0,69,100%,0,0%,8,24%,
94,2019,2019-12-15,14,15,27.307,ATL,@,SFO,W 29-22,*,0,,,0,0,0,67,100%,0,0%,3,10%,
95,2019,2019-12-22,15,16,27.314,ATL,,JAX,W 24-12,*,0,,,0,0,0,75,100%,0,0%,5,20%,
96,2019,2019-12-29,16,17,27.321,ATL,@,TAM,W 28-22,*,0,,,0,0,0,89,100%,0,0%,6,21%,
97,2020,2020-09-13,1,1,28.215,ATL,,SEA,L 25-38,*,0,,,0,0,0,80,100%,0,0%,4,14%,
98,2020,2020-09-20,2,2,28.222,ATL,@,DAL,L 39-40,*,0,,,0,0,0,75,100%,0,0%,8,22%,
99,2020,2020-09-27,3,3,28.229,ATL,,CHI,L 26-30,*,0,,,0,0,0,68,100%,0,0%,6,17%,
100,2020,2020-10-05,4,4,28.237,ATL,@,GNB,L 16-30,*,0,,,0,0,0,70,100%,0,0%,3,13%,
101,2020,2020-10-11,5,5,28.243,ATL,,CAR,L 16-23,*,0,,,0,0,0,65,100%,0,0%,4,15%,
102,2020,2020-10-18,6,6,28.250,ATL,@,MIN,W 40-23,*,0,,,0,0,0,80,100%,0,0%,8,28%,
103,2020,2020-10-25,7,7,28.257,ATL,,DET,L 22-23,*,0,,,0,0,0,75,100%,0,0%,2,9%,
104,2020,2020-10-29,8,8,28.261,ATL,@,CAR,W 25-17,*,0,,,0,0,0,70,100%,0,0%,6,25%,
105,2020,2020-11-08,9,9,28.271,ATL,,DEN,W 34-27,*,0,,,0,0,0,71,100%,0,0%,6,17%,
106,2020,2020-11-22,10,11,28.285,ATL,@,NOR,L 9-24,*,0,,,0,0,0,62,100%,0,0%,3,11%,
107,2020,2020-11-29,11,12,28.292,ATL,,LVR,W 43-6,*,0,,,0,0,0,69,88%,0,0%,10,30%,
108,2020,2020-12-06,12,13,28.299,ATL,,NOR,L 16-21,*,0,,,0,0,0,67,100%,0,0%,4,15%,
109,2020,2020-12-13,13,14,28.306,ATL,@,LAC,L 17-20,*,0,,,0,0,0,57,100%,0,0%,3,14%,
110,2020,2020-12-20,14,15,28.313,ATL,,TAM,L 27-31,*,0,,,0,0,0,65,100%,0,0%,5,15%,
111,2020,2020-12-27,15,16,28.320,ATL,@,KAN,L 14-17,*,0,,,0,0,0,68,100%,0,0%,3,14%,
