Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Num,Pct,Num,Pct,Num,Pct,Status
1,2023,2023-09-10,1,1,22.027,ATL,,CAR,W 24-10,,0.0,1,2,3,0,0,0,0,0,0,0,0%,23,30%,5,19%,
2,2023,2023-09-17,2,2,22.034,ATL,,GNB,W 25-24,,0.0,1,2,3,0,0,0,0,0,0,0,0%,17,34%,9,33%,
3,2023,2023-09-24,3,3,22.041,ATL,@,DET,L 6-20,,0.0,1,3,4,0,0,0,0,0,0,0,0%,17,24%,11,41%,
4,2023,2023-10-01,4,4,22.048,ATL,@,JAX,L 7-23,,0.0,0,1,1,0,0,0,0,0,0,0,0%,20,30%,13,59%,
5,2023,2023-10-08,5,5,22.055,ATL,,HOU,W 21-19,,0.0,0,1,1,0,0,0,0,0,0,0,0%,15,26%,6,21%,
6,2023,2023-10-15,6,6,22.062,ATL,,WAS,L 16-24,,0.0,2,0,2,0,0,0,0,0,0,0,0%,8,16%,6,25%,
7,2023,2023-10-22,7,7,22.069,ATL,@,TAM,W 16-13,,0.0,0,0,0,0,0,0,0,0,0,0,0%,22,30%,8,38%,
8,2023,2023-10-29,8,8,22.076,ATL,@,TEN,L 23-28,,0.0,0,2,2,0,0,0,0,0,0,0,0%,27,40%,9,26%,
9,2023,2023-11-05,9,9,22.083,ATL,,MIN,L 28-31,,0.0,3,0,3,0,0,0,0,0,0,0,0%,23,31%,0,0%,
10,2023,2023-11-12,10,10,22.090,ATL,@,ARI,L 23-25,,0.0,0,1,1,0,0,0,0,0,0,0,0%,24,37%,1,4%,
11,2023,2023-11-26,11,12,22.104,ATL,,NOR,W 24-15,,0.0,0,1,1,0,0,0,0,0,0,0,0%,24,33%,7,29%,
12,2023,2023-12-03,12,13,22.111,ATL,@,NYJ,W 13-8,,0.0,0,0,0,0,1,0,0,0,0,0,0%,19,28%,7,25%,
13,2023,2023-12-10,13,14,22.118,ATL,,TAM,L 25-29,,0.0,0,1,1,0,0,0,0,0,0,0,0%,21,31%,8,25%,
14,2023,2023-12-17,14,15,22.125,ATL,@,CAR,L 7-9,,1.0,3,1,4,2,1,0,0,0,0,0,0%,29,44%,8,42%,
15,2023,2023-12-24,15,16,22.132,ATL,,IND,W 29-10,,2.0,3,0,3,1,2,0,0,0,1,0,0%,25,35%,4,14%,
16,2023,2023-12-31,16,17,22.139,ATL,@,CHI,L 17-37,,0.0,4,0,4,1,1,0,0,0,0,0,0%,28,38%,5,16%,
17,2023,2024-01-07,17,18,,ATL,@,NOR,L 17-48,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,2024,2024-09-08,1,1,23.025,ATL,,PIT,L 10-18,,0.0,1,1,2,0,0,0,0,0,0,0,0%,16,24%,6,24%,
19,2024,2024-09-16,2,2,23.033,ATL,@,PHI,W 22-21,,,,,,,,,,,,0,0%,9,13%,5,23%,
20,2024,2024-09-22,3,3,23.039,ATL,,KAN,L 17-22,,,,,,,,,,,,0,0%,14,19%,8,33%,
21,2024,2024-09-29,4,4,23.046,ATL,,NOR,W 26-24,,0.0,1,4,5,0,0,0,0,0,0,0,0%,13,18%,7,25%,
22,2024,2024-10-03,5,5,23.050,ATL,,TAM,W 36-30,,0.0,0,1,1,0,0,0,0,0,0,0,0%,14,26%,8,25%,
23,2024,2024-10-13,6,6,23.060,ATL,@,CAR,W 38-20,,,,,,,,,,,,0,0%,9,14%,7,26%,
24,2024,2024-10-20,7,7,23.067,ATL,,SEA,L 14-34,,0.0,0,0,0,0,0,0,0,0,0,0,0%,11,18%,10,38%,
25,2024,2024-10-27,8,8,23.074,ATL,@,TAM,W 31-26,,0.0,0,2,2,0,0,0,0,0,0,0,0%,23,32%,6,22%,
26,2024,2024-11-03,9,9,23.081,ATL,,DAL,W 27-21,,0.0,0,0,0,0,0,0,0,0,0,0,0%,18,23%,7,27%,
27,2024,2024-11-10,10,10,23.088,ATL,@,NOR,L 17-20,,0.0,0,1,1,0,0,0,0,0,0,0,0%,15,28%,9,33%,
28,2024,2024-11-17,11,11,23.095,ATL,@,DEN,L 6-38,,0.0,1,1,2,1,0,0,0,0,0,0,0%,12,19%,6,23%,
